season,week,celebrity_name,estimated_fan_share_basic,confidence_basic,n_valid_sims_basic,estimated_fan_share_bayesian,confidence_bayesian,n_valid_sims_bayesian,prior_strength,posterior_strength,fan_share_diff,confidence_diff
2,3,Lisa Rinna,0.122062,0.1228,1228,0.12449532778152675,0.1352,1352,12.000000000000004,14.000000000000004,0.002433327781526745,0.01239999999999998
2,3,Stacy Keibler,0.120281,0.1228,1228,0.11840956186219256,0.1352,1352,12.000000000000004,14.000000000000004,-0.0018714381378074352,0.01239999999999998
2,3,Jerry Rice,0.159925,0.1228,1228,0.1577572953932613,0.1352,1352,12.000000000000004,14.000000000000004,-0.0021677046067387074,0.01239999999999998
2,3,Giselle Fernandez,0.019495,0.1228,1228,0.0363607843580048,0.1352,1352,12.000000000000004,14.000000000000004,0.0168657843580048,0.01239999999999998
2,3,Master P,0.199805,0.1228,1228,0.18621506114369235,0.1352,1352,12.000000000000004,14.000000000000004,-0.01358993885630766,0.01239999999999998
2,3,Drew Lachey,0.117784,0.1228,1228,0.11724828316470434,0.1352,1352,12.000000000000004,14.000000000000004,-0.0005357168352956576,0.01239999999999998
2,4,Tia Carrere,0.151744,0.3794,3794,0.14733746283273189,0.3365,3365,14.000000000000005,16.000000000000004,-0.004406537167268104,-0.042899999999999994
2,4,George Hamilton,0.193989,0.3794,3794,0.188052608290543,0.3365,3365,14.000000000000005,16.000000000000004,-0.005936391709457006,-0.042899999999999994
2,4,Lisa Rinna,0.145235,0.3794,3794,0.148475458958983,0.3365,3365,14.000000000000005,16.000000000000004,0.0032404589589830057,-0.042899999999999994
2,4,Stacy Keibler,0.149682,0.3794,3794,0.1387268192509055,0.3365,3365,14.000000000000005,16.000000000000004,-0.010955180749094517,-0.042899999999999994
2,4,Jerry Rice,0.169739,0.3794,3794,0.1614548839000781,0.3365,3365,14.000000000000005,16.000000000000004,-0.008284116099921912,-0.042899999999999994
2,4,Master P,0.042503,0.3794,3794,0.07642332942659093,0.3365,3365,14.000000000000005,16.000000000000004,0.03392032942659093,-0.042899999999999994
2,4,Drew Lachey,0.14711,0.3794,3794,0.13952943734016768,0.3365,3365,14.000000000000005,16.000000000000004,-0.007580562659832313,-0.042899999999999994
2,5,Tia Carrere,0.054491,0.3981,3981,0.095426660176138,0.4199,4199,16.000000000000004,18.000000000000007,0.040935660176138006,0.021799999999999986
2,5,George Hamilton,0.193681,0.3981,3981,0.1899847543736237,0.4199,4199,16.000000000000004,18.000000000000007,-0.003696245626376299,0.021799999999999986
2,5,Lisa Rinna,0.17674,0.3981,3981,0.17480081345979542,0.4199,4199,16.000000000000004,18.000000000000007,-0.001939186540204585,0.021799999999999986
2,5,Stacy Keibler,0.170206,0.3981,3981,0.16341911476690016,0.4199,4199,16.000000000000004,18.000000000000007,-0.0067868852330998375,0.021799999999999986
2,5,Jerry Rice,0.233308,0.3981,3981,0.2104415600069073,0.4199,4199,16.000000000000004,18.000000000000007,-0.02286643999309268,0.021799999999999986
2,5,Drew Lachey,0.171574,0.3981,3981,0.16592709721663546,0.4199,4199,16.000000000000004,18.000000000000007,-0.005646902783364549,0.021799999999999986
2,6,George Hamilton,0.067395,0.4185,4185,0.1336831107349623,0.3886,3886,18.000000000000007,20.000000000000007,0.06628811073496231,-0.029899999999999982
2,6,Lisa Rinna,0.224895,0.4185,4185,0.22014621587018163,0.3886,3886,18.000000000000007,20.000000000000007,-0.004748784129818384,-0.029899999999999982
2,6,Stacy Keibler,0.212152,0.4185,4185,0.19547753064826318,0.3886,3886,18.000000000000007,20.000000000000007,-0.01667446935173683,-0.029899999999999982
2,6,Jerry Rice,0.282887,0.4185,4185,0.25331249271894135,0.3886,3886,18.000000000000007,20.000000000000007,-0.02957450728105865,-0.029899999999999982
2,6,Drew Lachey,0.212671,0.4185,4185,0.19738065002765215,0.3886,3886,18.000000000000007,20.000000000000007,-0.01529034997234785,-0.029899999999999982
2,7,Lisa Rinna,0.083202,0.421,4210,0.17399134509398256,0.4175,4175,20.000000000000007,22.000000000000007,0.09078934509398257,-0.003500000000000003
2,7,Stacy Keibler,0.286111,0.421,4210,0.25821028113278993,0.4175,4175,20.000000000000007,22.000000000000007,-0.027900718867210073,-0.003500000000000003
2,7,Jerry Rice,0.34734,0.421,4210,0.312338856367644,0.4175,4175,20.000000000000007,22.000000000000007,-0.03500114363235596,-0.003500000000000003
2,7,Drew Lachey,0.283347,0.421,4210,0.2554595174055833,0.4175,4175,20.000000000000007,22.000000000000007,-0.0278874825944167,-0.003500000000000003
2,8,Stacy Keibler,0.333333,,0,0.32077971375945474,,0,22.00000000000001,22.00000000000001,-0.012553286240545247,
2,8,Jerry Rice,0.333333,,0,0.35870893319408065,,0,22.00000000000001,22.00000000000001,0.025375933194080658,
2,8,Drew Lachey,0.333333,,0,0.3205113530464645,,0,22.00000000000001,22.00000000000001,-0.012821646953535493,
3,1,Harry Hamlin,0.099249,0.3491,3491,0.10220639783810632,0.3408,3408,8.8,10.799999999999999,0.002957397838106321,-0.00830000000000003
3,1,Vivica A. Fox,0.097322,0.3491,3491,0.096148373771554,0.3408,3408,8.8,10.799999999999999,-0.0011736262284460092,-0.00830000000000003
3,1,Monique Coleman,0.09897,0.3491,3491,0.09671074722768676,0.3408,3408,8.8,10.799999999999999,-0.0022592527723132444,-0.00830000000000003
3,1,Joey Lawrence,0.097206,0.3491,3491,0.09653811500669397,0.3408,3408,8.8,10.799999999999999,-0.0006678849933060282,-0.00830000000000003
3,1,Mario Lopez,0.097582,0.3491,3491,0.09714934104633494,0.3408,3408,8.8,10.799999999999999,-0.000432658953665066,-0.00830000000000003
3,1,Emmitt Smith,0.095444,0.3491,3491,0.09793187633869624,0.3408,3408,8.8,10.799999999999999,0.0024878763386962377,-0.00830000000000003
3,1,Shanna Moakler,0.098568,0.3491,3491,0.09730409276532814,0.3408,3408,8.8,10.799999999999999,-0.00126390723467186,-0.00830000000000003
3,1,Willa Ford,0.094326,0.3491,3491,0.09556702329815304,0.3408,3408,8.8,10.799999999999999,0.0012410232981530517,-0.00830000000000003
3,1,Sara Evans,0.105703,0.3491,3491,0.10421884530679436,0.3408,3408,8.8,10.799999999999999,-0.001484154693205647,-0.00830000000000003
3,1,Jerry Springer,0.099437,0.3491,3491,0.10000788274558549,0.3408,3408,8.8,10.799999999999999,0.0005708827455854909,-0.00830000000000003
3,1,Tucker Carlson,0.016193,0.3491,3491,0.01621730465506702,0.3408,3408,8.8,10.799999999999999,2.430465506702076e-05,-0.00830000000000003
3,2,Harry Hamlin,0.118386,0.1053,1053,0.11534052215151594,0.1154,1154,10.800000000000002,12.8,-0.0030454778484840656,0.010099999999999998
3,2,Vivica A. Fox,0.098275,0.1053,1053,0.10680763136193944,0.1154,1154,10.800000000000002,12.8,0.008532631361939436,0.010099999999999998
3,2,Monique Coleman,0.103356,0.1053,1053,0.10134017830836839,0.1154,1154,10.800000000000002,12.8,-0.002015821691631614,0.010099999999999998
3,2,Joey Lawrence,0.096314,0.1053,1053,0.09769831199823686,0.1154,1154,10.800000000000002,12.8,0.0013843119982368673,0.010099999999999998
3,2,Mario Lopez,0.120123,0.1053,1053,0.11738755400186508,0.1154,1154,10.800000000000002,12.8,-0.002735445998134911,0.010099999999999998
3,2,Emmitt Smith,0.104034,0.1053,1053,0.10334340690495715,0.1154,1154,10.800000000000002,12.8,-0.0006905930950428518,0.010099999999999998
3,2,Shanna Moakler,0.008927,0.1053,1053,0.01343122938549819,0.1154,1154,10.800000000000002,12.8,0.004504229385498191,0.010099999999999998
3,2,Willa Ford,0.102083,0.1053,1053,0.10491133206514379,0.1154,1154,10.800000000000002,12.8,0.002828332065143796,0.010099999999999998
3,2,Sara Evans,0.119201,0.1053,1053,0.11465511697496228,0.1154,1154,10.800000000000002,12.8,-0.0045458830250377225,0.010099999999999998
3,2,Jerry Springer,0.129301,0.1053,1053,0.12508471684751282,0.1154,1154,10.800000000000002,12.8,-0.004216283152487177,0.010099999999999998
3,3,Harry Hamlin,0.010684,0.1184,1184,0.021862869423436782,0.1252,1252,12.8,14.799999999999999,0.011178869423436781,0.0068000000000000005
3,3,Vivica A. Fox,0.109481,0.1184,1184,0.1137708326641156,0.1252,1252,12.8,14.799999999999999,0.004289832664115603,0.0068000000000000005
3,3,Monique Coleman,0.108811,0.1184,1184,0.11166933224350438,0.1252,1252,12.8,14.799999999999999,0.0028583322435043745,0.0068000000000000005
3,3,Joey Lawrence,0.125414,0.1184,1184,0.11845462642995663,0.1252,1252,12.8,14.799999999999999,-0.0069593735700433645,0.0068000000000000005
3,3,Mario Lopez,0.122813,0.1184,1184,0.1266606875004533,0.1252,1252,12.8,14.799999999999999,0.003847687500453306,0.0068000000000000005
3,3,Emmitt Smith,0.148231,0.1184,1184,0.13328303457133575,0.1252,1252,12.8,14.799999999999999,-0.01494796542866425,0.0068000000000000005
3,3,Willa Ford,0.127054,0.1184,1184,0.12432616087366408,0.1252,1252,12.8,14.799999999999999,-0.0027278391263359236,0.0068000000000000005
3,3,Sara Evans,0.114637,0.1184,1184,0.12181947910575214,0.1252,1252,12.8,14.799999999999999,0.007182479105752135,0.0068000000000000005
3,3,Jerry Springer,0.132874,0.1184,1184,0.12815297718778135,0.1252,1252,12.8,14.799999999999999,-0.004721022812218645,0.0068000000000000005
3,4,Vivica A. Fox,0.013711,0.1248,1248,0.03182046042424396,0.1355,1355,14.8,16.799999999999997,0.01810946042424396,0.010700000000000015
3,4,Monique Coleman,0.143732,0.1248,1248,0.13448755178555116,0.1355,1355,14.8,16.799999999999997,-0.009244448214448836,0.010700000000000015
3,4,Joey Lawrence,0.130339,0.1248,1248,0.1313503680949008,0.1355,1355,14.8,16.799999999999997,0.0010113680949007942,0.010700000000000015
3,4,Mario Lopez,0.121956,0.1248,1248,0.13100448909646906,0.1355,1355,14.8,16.799999999999997,0.009048489096469062,0.010700000000000015
3,4,Emmitt Smith,0.144544,0.1248,1248,0.14244681760373296,0.1355,1355,14.8,16.799999999999997,-0.00209718239626705,0.010700000000000015
3,4,Willa Ford,0.127241,0.1248,1248,0.1332994059868872,0.1355,1355,14.8,16.799999999999997,0.0060584059868872,0.010700000000000015
3,4,Sara Evans,0.165532,0.1248,1248,0.15386738682583756,0.1355,1355,14.8,16.799999999999997,-0.011664613174162453,0.010700000000000015
3,4,Jerry Springer,0.152945,0.1248,1248,0.1417235201823771,0.1355,1355,14.8,16.799999999999997,-0.011221479817622892,0.010700000000000015
3,5,Monique Coleman,0.151281,0.1022,1022,0.15359806310356663,0.1171,1171,16.799999999999997,18.799999999999994,0.0023170631035666356,0.014899999999999997
3,5,Joey Lawrence,0.170494,0.1022,1022,0.15545760295639768,0.1171,1171,16.799999999999997,18.799999999999994,-0.015036397043602323,0.014899999999999997
3,5,Mario Lopez,0.156546,0.1022,1022,0.15528240636275226,0.1171,1171,16.799999999999997,18.799999999999994,-0.001263593637247734,0.014899999999999997
3,5,Emmitt Smith,0.153831,0.1022,1022,0.15647238930387114,0.1171,1171,16.799999999999997,18.799999999999994,0.0026413893038711445,0.014899999999999997
3,5,Willa Ford,0.014532,0.1022,1022,0.042547579681241426,0.1171,1171,16.799999999999997,18.799999999999994,0.028015579681241427,0.014899999999999997
3,5,Sara Evans,0.178373,0.1022,1022,0.16682940464141757,0.1171,1171,16.799999999999997,18.799999999999994,-0.011543595358582431,0.014899999999999997
3,5,Jerry Springer,0.174942,0.1022,1022,0.16981255395075295,0.1171,1171,16.799999999999997,18.799999999999994,-0.005129446049247033,0.014899999999999997
3,6,Monique Coleman,0.2,,0,0.19507913581950753,,0,18.799999999999994,18.799999999999994,-0.004920864180492479,
3,6,Joey Lawrence,0.2,,0,0.19531167574634783,,0,18.799999999999994,18.799999999999994,-0.004688324253652176,
3,6,Mario Lopez,0.2,,0,0.20086298410312511,,0,18.799999999999994,18.799999999999994,0.0008629841031251029,
3,6,Emmitt Smith,0.2,,0,0.2014957141699809,,0,18.799999999999994,18.799999999999994,0.0014957141699808996,
3,6,Jerry Springer,0.2,,0,0.20725049016103866,,0,18.799999999999994,18.799999999999994,0.007250490161038653,
3,7,Monique Coleman,0.243791,0.3212,3212,0.21873300365439982,0.2976,2976,18.799999999999994,20.79999999999999,-0.025057996345600186,-0.02360000000000001
3,7,Joey Lawrence,0.237364,0.3212,3212,0.21965727877125932,0.2976,2976,18.799999999999994,20.79999999999999,-0.017706721228740674,-0.02360000000000001
3,7,Mario Lopez,0.24565,0.3212,3212,0.22392363440772295,0.2976,2976,18.799999999999994,20.79999999999999,-0.021726365592277058,-0.02360000000000001
3,7,Emmitt Smith,0.233081,0.3212,3212,0.22381427919973973,0.2976,2976,18.799999999999994,20.79999999999999,-0.00926672080026028,-0.02360000000000001
3,7,Jerry Springer,0.040115,0.3212,3212,0.11387180396687739,0.2976,2976,18.799999999999994,20.79999999999999,0.0737568039668774,-0.02360000000000001
3,8,Monique Coleman,0.050863,0.277,2770,0.15113985767216734,0.2882,2882,20.79999999999999,22.799999999999994,0.10027685767216735,0.011199999999999988
3,8,Joey Lawrence,0.326295,0.277,2770,0.2806715647387897,0.2882,2882,20.79999999999999,22.799999999999994,-0.04562343526121032,0.011199999999999988
3,8,Mario Lopez,0.304353,0.277,2770,0.2821266415087798,0.2882,2882,20.79999999999999,22.799999999999994,-0.022226358491220177,0.011199999999999988
3,8,Emmitt Smith,0.318489,0.277,2770,0.2860619360802632,0.2882,2882,20.79999999999999,22.799999999999994,-0.03242706391973682,0.011199999999999988
3,9,Joey Lawrence,0.333333,,0,0.32738908602656297,,0,22.799999999999994,22.799999999999994,-0.0059439139734370205,
3,9,Mario Lopez,0.333333,,0,0.3356599446959975,,0,22.799999999999994,22.799999999999994,0.002326944695997535,
3,9,Emmitt Smith,0.333333,,0,0.3369509692774395,,0,22.799999999999994,22.799999999999994,0.0036179692774395145,
3,10,Mario Lopez,0.5,,0,0.49904028870583195,,0,22.799999999999997,22.799999999999997,-0.000959711294168053,
3,10,Emmitt Smith,0.5,,0,0.5009597112941679,,0,22.799999999999997,22.799999999999997,0.000959711294167942,
4,1,John Ratzenberger,0.090909,,0,0.09090909090909091,,0,8.8,8.8,9.090909090792021e-08,
4,1,Ian Ziering,0.090909,,0,0.09090909090909091,,0,8.8,8.8,9.090909090792021e-08,
4,1,Clyde Drexler,0.090909,,0,0.09090909090909091,,0,8.8,8.8,9.090909090792021e-08,
4,1,Laila Ali,0.090909,,0,0.09090909090909091,,0,8.8,8.8,9.090909090792021e-08,
4,1,Apolo Anton Ohno,0.090909,,0,0.09090909090909091,,0,8.8,8.8,9.090909090792021e-08,
4,1,Shandi Finnessey,0.090909,,0,0.09090909090909091,,0,8.8,8.8,9.090909090792021e-08,
4,1,Paulina Porizkova,0.090909,,0,0.09090909090909091,,0,8.8,8.8,9.090909090792021e-08,
4,1,Heather Mills,0.090909,,0,0.09090909090909091,,0,8.8,8.8,9.090909090792021e-08,
4,1,Billy Ray Cyrus,0.090909,,0,0.09090909090909091,,0,8.8,8.8,9.090909090792021e-08,
4,1,Joey Fatone,0.090909,,0,0.09090909090909091,,0,8.8,8.8,9.090909090792021e-08,
4,1,Leeza Gibbons,0.090909,,0,0.09090909090909091,,0,8.8,8.8,9.090909090792021e-08,
4,2,John Ratzenberger,0.097477,0.1093,1093,0.10075782800644618,0.1123,1123,8.8,10.799999999999999,0.0032808280064461903,0.0030000000000000027
4,2,Ian Ziering,0.095021,0.1093,1093,0.10102607294555437,0.1123,1123,8.8,10.799999999999999,0.006005072945554371,0.0030000000000000027
4,2,Clyde Drexler,0.123026,0.1093,1093,0.11741462242025902,0.1123,1123,8.8,10.799999999999999,-0.005611377579740978,0.0030000000000000027
4,2,Laila Ali,0.097297,0.1093,1093,0.08874779805361623,0.1123,1123,8.8,10.799999999999999,-0.00854920194638377,0.0030000000000000027
4,2,Apolo Anton Ohno,0.089883,0.1093,1093,0.0888823974289824,0.1123,1123,8.8,10.799999999999999,-0.0010006025710176114,0.0030000000000000027
4,2,Shandi Finnessey,0.10581,0.1093,1093,0.10681683520630367,0.1123,1123,8.8,10.799999999999999,0.0010068352063036662,0.0030000000000000027
4,2,Paulina Porizkova,0.007166,0.1093,1093,0.007602945618417167,0.1123,1123,8.8,10.799999999999999,0.0004369456184171675,0.0030000000000000027
4,2,Heather Mills,0.090629,0.1093,1093,0.0898839225369227,0.1123,1123,8.8,10.799999999999999,-0.0007450774630772955,0.0030000000000000027
4,2,Billy Ray Cyrus,0.102157,0.1093,1093,0.09809802437476374,0.1123,1123,8.8,10.799999999999999,-0.004058975625236258,0.0030000000000000027
4,2,Joey Fatone,0.089582,0.1093,1093,0.09785722691921386,0.1123,1123,8.8,10.799999999999999,0.008275226919213868,0.0030000000000000027
4,2,Leeza Gibbons,0.101952,0.1093,1093,0.10291232648952017,0.1123,1123,8.8,10.799999999999999,0.0009603264895201719,0.0030000000000000027
4,3,John Ratzenberger,0.114233,0.119,1190,0.11505780606177937,0.105,1050,10.799999999999999,12.8,0.0008248060617793707,-0.013999999999999999
4,3,Ian Ziering,0.100337,0.119,1190,0.1035002172811906,0.105,1050,10.799999999999999,12.8,0.0031632172811906084,-0.013999999999999999
4,3,Clyde Drexler,0.141518,0.119,1190,0.13604414295550143,0.105,1050,10.799999999999999,12.8,-0.00547385704449857,-0.013999999999999999
4,3,Laila Ali,0.116738,0.119,1190,0.11173789675350584,0.105,1050,10.799999999999999,12.8,-0.00500010324649415,-0.013999999999999999
4,3,Apolo Anton Ohno,0.096231,0.119,1190,0.1052338025597473,0.105,1050,10.799999999999999,12.8,0.009002802559747308,-0.013999999999999999
4,3,Shandi Finnessey,0.008561,0.119,1190,0.01329824173040992,0.105,1050,10.799999999999999,12.8,0.0047372417304099215,-0.013999999999999999
4,3,Heather Mills,0.10177,0.119,1190,0.10236336589604192,0.105,1050,10.799999999999999,12.8,0.0005933658960419197,-0.013999999999999999
4,3,Billy Ray Cyrus,0.116454,0.119,1190,0.1084034803196134,0.105,1050,10.799999999999999,12.8,-0.0080505196803866,-0.013999999999999999
4,3,Joey Fatone,0.10401,0.119,1190,0.10108032026699613,0.105,1050,10.799999999999999,12.8,-0.0029296797330038704,-0.013999999999999999
4,3,Leeza Gibbons,0.100147,0.119,1190,0.10328072617521432,0.105,1050,10.799999999999999,12.8,0.0031337261752143186,-0.013999999999999999
4,4,John Ratzenberger,0.142877,0.2385,2385,0.13273076370780443,0.2358,2358,12.8,14.799999999999999,-0.010146236292195576,-0.00269999999999998
4,4,Ian Ziering,0.112489,0.2385,2385,0.11298698857758617,0.2358,2358,12.8,14.799999999999999,0.0004979885775861642,-0.00269999999999998
4,4,Clyde Drexler,0.143132,0.2385,2385,0.14277724801037042,0.2358,2358,12.8,14.799999999999999,-0.000354751989629587,-0.00269999999999998
4,4,Laila Ali,0.11921,0.2385,2385,0.11729498516567033,0.2358,2358,12.8,14.799999999999999,-0.0019150148343296675,-0.00269999999999998
4,4,Apolo Anton Ohno,0.115921,0.2385,2385,0.113682328516107,0.2358,2358,12.8,14.799999999999999,-0.0022386714838929928,-0.00269999999999998
4,4,Heather Mills,0.1166,0.2385,2385,0.1161752199892333,0.2358,2358,12.8,14.799999999999999,-0.0004247800107666927,-0.00269999999999998
4,4,Billy Ray Cyrus,0.119011,0.2385,2385,0.11935004390131235,0.2358,2358,12.8,14.799999999999999,0.0003390439013123414,-0.00269999999999998
4,4,Joey Fatone,0.113437,0.2385,2385,0.11512999147602039,0.2358,2358,12.8,14.799999999999999,0.0016929914760203946,-0.00269999999999998
4,4,Leeza Gibbons,0.017322,0.2385,2385,0.029872430655895444,0.2358,2358,12.8,14.799999999999999,0.012550430655895443,-0.00269999999999998
4,5,John Ratzenberger,0.14542,0.3764,3764,0.1460985744923268,0.3155,3155,14.8,16.799999999999997,0.0006785744923268056,-0.06090000000000001
4,5,Ian Ziering,0.136652,0.3764,3764,0.13111209899942664,0.3155,3155,14.8,16.799999999999997,-0.005539901000573361,-0.06090000000000001
4,5,Clyde Drexler,0.026981,0.3764,3764,0.05576632251375597,0.3155,3155,14.8,16.799999999999997,0.028785322513755967,-0.06090000000000001
4,5,Laila Ali,0.132958,0.3764,3764,0.12857023439963616,0.3155,3155,14.8,16.799999999999997,-0.00438776560036383,-0.06090000000000001
4,5,Apolo Anton Ohno,0.136896,0.3764,3764,0.1276412413745124,0.3155,3155,14.8,16.799999999999997,-0.00925475862548758,-0.06090000000000001
4,5,Heather Mills,0.139769,0.3764,3764,0.13605362152272715,0.3155,3155,14.8,16.799999999999997,-0.0037153784772728515,-0.06090000000000001
4,5,Billy Ray Cyrus,0.143571,0.3764,3764,0.14629012984002687,0.3155,3155,14.8,16.799999999999997,0.002719129840026868,-0.06090000000000001
4,5,Joey Fatone,0.137753,0.3764,3764,0.12846777685758712,0.3155,3155,14.8,16.799999999999997,-0.009285223142412868,-0.06090000000000001
4,6,John Ratzenberger,0.193548,0.1671,1671,0.17829443655417204,0.1664,1664,16.799999999999994,18.799999999999994,-0.015253563445827956,-0.0007000000000000062
4,6,Ian Ziering,0.157882,0.1671,1671,0.15901967313542553,0.1664,1664,16.799999999999994,18.799999999999994,0.0011376731354255376,-0.0007000000000000062
