season,week,celebrity_name,estimated_fan_share,share_std,confidence,n_valid_sims
3,5,Jerry Springer,0.174942,0.126659,0.1022,1022
3,6,Monique Coleman,0.2,,,0
3,6,Joey Lawrence,0.2,,,0
3,6,Mario Lopez,0.2,,,0
3,6,Emmitt Smith,0.2,,,0
3,6,Jerry Springer,0.2,,,0
3,7,Monique Coleman,0.243791,0.188502,0.3212,3212
3,7,Joey Lawrence,0.237364,0.193032,0.3212,3212
3,7,Mario Lopez,0.24565,0.19295,0.3212,3212
3,7,Emmitt Smith,0.233081,0.187314,0.3212,3212
3,7,Jerry Springer,0.040115,0.034611,0.3212,3212
3,8,Monique Coleman,0.050863,0.046123,0.277,2770
3,8,Joey Lawrence,0.326295,0.213787,0.277,2770
3,8,Mario Lopez,0.304353,0.210607,0.277,2770
3,8,Emmitt Smith,0.318489,0.209817,0.277,2770
3,9,Joey Lawrence,0.333333,,,0
3,9,Mario Lopez,0.333333,,,0
3,9,Emmitt Smith,0.333333,,,0
3,10,Mario Lopez,0.5,,,0
3,10,Emmitt Smith,0.5,,,0
4,1,John Ratzenberger,0.090909,,,0
4,1,Ian Ziering,0.090909,,,0
4,1,Clyde Drexler,0.090909,,,0
4,1,Laila Ali,0.090909,,,0
4,1,Apolo Anton Ohno,0.090909,,,0
4,1,Shandi Finnessey,0.090909,,,0
4,1,Paulina Porizkova,0.090909,,,0
4,1,Heather Mills,0.090909,,,0
4,1,Billy Ray Cyrus,0.090909,,,0
4,1,Joey Fatone,0.090909,,,0
4,1,Leeza Gibbons,0.090909,,,0
4,2,John Ratzenberger,0.097477,0.090785,0.1093,1093
4,2,Ian Ziering,0.095021,0.089493,0.1093,1093
4,2,Clyde Drexler,0.123026,0.096292,0.1093,1093
4,2,Laila Ali,0.097297,0.096103,0.1093,1093
4,2,Apolo Anton Ohno,0.089883,0.089747,0.1093,1093
4,2,Shandi Finnessey,0.10581,0.091381,0.1093,1093
4,2,Paulina Porizkova,0.007166,0.006927,0.1093,1093
4,2,Heather Mills,0.090629,0.090377,0.1093,1093
4,2,Billy Ray Cyrus,0.102157,0.089533,0.1093,1093
4,2,Joey Fatone,0.089582,0.087485,0.1093,1093
4,2,Leeza Gibbons,0.101952,0.092727,0.1093,1093
4,3,John Ratzenberger,0.114233,0.094372,0.119,1190
4,3,Ian Ziering,0.100337,0.100436,0.119,1190
4,3,Clyde Drexler,0.141518,0.100163,0.119,1190
4,3,Laila Ali,0.116738,0.100943,0.119,1190
4,3,Apolo Anton Ohno,0.096231,0.094791,0.119,1190
4,3,Shandi Finnessey,0.008561,0.007893,0.119,1190
4,3,Heather Mills,0.10177,0.098298,0.119,1190
4,3,Billy Ray Cyrus,0.116454,0.104866,0.119,1190
4,3,Joey Fatone,0.10401,0.100077,0.119,1190
4,3,Leeza Gibbons,0.100147,0.099458,0.119,1190
4,4,John Ratzenberger,0.142877,0.116878,0.2385,2385
4,4,Ian Ziering,0.112489,0.112222,0.2385,2385
4,4,Clyde Drexler,0.143132,0.112092,0.2385,2385
4,4,Laila Ali,0.11921,0.113028,0.2385,2385
4,4,Apolo Anton Ohno,0.115921,0.111861,0.2385,2385
4,4,Heather Mills,0.1166,0.110729,0.2385,2385
4,4,Billy Ray Cyrus,0.119011,0.113826,0.2385,2385
4,4,Joey Fatone,0.113437,0.110348,0.2385,2385
4,4,Leeza Gibbons,0.017322,0.01495,0.2385,2385
4,5,John Ratzenberger,0.14542,0.128954,0.3764,3764
4,5,Ian Ziering,0.136652,0.127697,0.3764,3764
4,5,Clyde Drexler,0.026981,0.022344,0.3764,3764
4,5,Laila Ali,0.132958,0.128488,0.3764,3764
4,5,Apolo Anton Ohno,0.136896,0.130637,0.3764,3764
4,5,Heather Mills,0.139769,0.132306,0.3764,3764
4,5,Billy Ray Cyrus,0.143571,0.126911,0.3764,3764
4,5,Joey Fatone,0.137753,0.134151,0.3764,3764
4,6,John Ratzenberger,0.193548,0.13111,0.1671,1671
4,6,Ian Ziering,0.157882,0.129434,0.1671,1671
4,6,Laila Ali,0.151279,0.138124,0.1671,1671
4,6,Apolo Anton Ohno,0.148285,0.133519,0.1671,1671
4,6,Heather Mills,0.019491,0.016989,0.1671,1671
4,6,Billy Ray Cyrus,0.181194,0.134422,0.1671,1671
4,6,Joey Fatone,0.148321,0.134786,0.1671,1671
4,7,John Ratzenberger,0.028836,0.024361,0.2468,2468
4,7,Ian Ziering,0.184487,0.154886,0.2468,2468
4,7,Laila Ali,0.182652,0.159943,0.2468,2468
4,7,Apolo Anton Ohno,0.185333,0.156074,0.2468,2468
4,7,Billy Ray Cyrus,0.237444,0.159628,0.2468,2468
4,7,Joey Fatone,0.181247,0.157594,0.2468,2468
4,8,Ian Ziering,0.249469,0.190703,0.379,3790
4,8,Laila Ali,0.238372,0.192568,0.379,3790
4,8,Apolo Anton Ohno,0.233668,0.192026,0.379,3790
4,8,Billy Ray Cyrus,0.047193,0.038311,0.379,3790
4,8,Joey Fatone,0.231298,0.189455,0.379,3790
4,9,Ian Ziering,0.053285,0.047934,0.2675,2675
4,9,Laila Ali,0.311293,0.208746,0.2675,2675
4,9,Apolo Anton Ohno,0.324958,0.207109,0.2675,2675
4,9,Joey Fatone,0.310464,0.204952,0.2675,2675
4,10,Laila Ali,0.333333,,,0
4,10,Apolo Anton Ohno,0.333333,,,0
4,10,Joey Fatone,0.333333,,,0
5,1,Cameron Mathison,0.093435,0.093681,0.2726,2726
5,1,Jane Seymour,0.087938,0.087495,0.2726,2726
5,1,Sabrina Bryan,0.091195,0.090635,0.2726,2726
5,1,Jennie Garth,0.088739,0.088985,0.2726,2726
5,1,Floyd Mayweather Jr. ,0.096531,0.091637,0.2726,2726
5,1,Josie Maran,0.01126,0.009001,0.2726,2726
5,1,Albert Reed,0.090288,0.090358,0.2726,2726
5,1,Helio Castroneves,0.08541,0.085526,0.2726,2726
5,1,Mel B,0.091574,0.092536,0.2726,2726
5,1,Wayne Newton,0.090776,0.084028,0.2726,2726
5,1,Marie Osmond,0.087612,0.08736,0.2726,2726
5,1,Mark Cuban,0.085244,0.083362,0.2726,2726
5,2,Cameron Mathison,0.091713,0.085416,0.0862,862
5,2,Jane Seymour,0.096945,0.08615,0.0862,862
5,2,Sabrina Bryan,0.088371,0.086223,0.0862,862
5,2,Jennie Garth,0.100703,0.087209,0.0862,862
5,2,Floyd Mayweather Jr. ,0.097811,0.090303,0.0862,862
5,2,Albert Reed,0.007302,0.006786,0.0862,862
5,2,Helio Castroneves,0.082995,0.085299,0.0862,862
5,2,Mel B,0.095565,0.092333,0.0862,862
5,2,Wayne Newton,0.132873,0.091557,0.0862,862
5,2,Marie Osmond,0.091328,0.087523,0.0862,862
5,2,Mark Cuban,0.114393,0.087012,0.0862,862
5,3,Cameron Mathison,0.113774,0.107746,0.2819,2819
5,3,Jane Seymour,0.104697,0.105885,0.2819,2819
5,3,Sabrina Bryan,0.107057,0.105218,0.2819,2819
5,3,Jennie Garth,0.105714,0.103484,0.2819,2819
5,3,Floyd Mayweather Jr. ,0.111509,0.104717,0.2819,2819
5,3,Helio Castroneves,0.109138,0.103704,0.2819,2819
5,3,Mel B,0.106119,0.102628,0.2819,2819
5,3,Wayne Newton,0.014909,0.012313,0.2819,2819
5,3,Marie Osmond,0.108118,0.107465,0.2819,2819
5,3,Mark Cuban,0.118963,0.104329,0.2819,2819
5,4,Cameron Mathison,0.119146,0.111258,0.2044,2044
5,4,Jane Seymour,0.123357,0.113965,0.2044,2044
5,4,Sabrina Bryan,0.11716,0.112404,0.2044,2044
5,4,Jennie Garth,0.121367,0.116597,0.2044,2044
5,4,Floyd Mayweather Jr. ,0.012098,0.010549,0.2044,2044
5,4,Helio Castroneves,0.122767,0.115964,0.2044,2044
5,4,Mel B,0.123458,0.118878,0.2044,2044
5,4,Marie Osmond,0.123948,0.117106,0.2044,2044
5,4,Mark Cuban,0.1367,0.111488,0.2044,2044
5,5,Cameron Mathison,0.138369,0.12574,0.249,2490
5,5,Jane Seymour,0.140972,0.130052,0.249,2490
5,5,Sabrina Bryan,0.136491,0.1299,0.249,2490
5,5,Jennie Garth,0.137199,0.124607,0.249,2490
5,5,Helio Castroneves,0.143653,0.122406,0.249,2490
5,5,Mel B,0.128323,0.122606,0.249,2490
5,5,Marie Osmond,0.157918,0.13228,0.249,2490
5,5,Mark Cuban,0.017077,0.01519,0.249,2490
5,6,Cameron Mathison,0.167906,0.133684,0.1593,1593
5,6,Jane Seymour,0.188664,0.137582,0.1593,1593
5,6,Sabrina Bryan,0.016678,0.01587,0.1593,1593
5,6,Jennie Garth,0.155233,0.133827,0.1593,1593
5,6,Helio Castroneves,0.145159,0.129693,0.1593,1593
5,6,Mel B,0.145178,0.135631,0.1593,1593
5,6,Marie Osmond,0.181181,0.134148,0.1593,1593
5,7,Cameron Mathison,0.204515,0.159744,0.1998,1998
5,7,Jane Seymour,0.021882,0.021207,0.1998,1998
5,7,Jennie Garth,0.196266,0.154683,0.1998,1998
5,7,Helio Castroneves,0.20046,0.162756,0.1998,1998
5,7,Mel B,0.185638,0.150522,0.1998,1998
5,7,Marie Osmond,0.191239,0.156904,0.1998,1998
5,8,Cameron Mathison,0.033613,0.031129,0.215,2150
5,8,Jennie Garth,0.253425,0.179873,0.215,2150
5,8,Helio Castroneves,0.22589,0.178342,0.215,2150
5,8,Mel B,0.233953,0.178798,0.215,2150
5,8,Marie Osmond,0.25312,0.175175,0.215,2150
5,9,Jennie Garth,0.050455,0.046707,0.2571,2571
5,9,Helio Castroneves,0.307354,0.202017,0.2571,2571
5,9,Mel B,0.306677,0.204134,0.2571,2571
5,9,Marie Osmond,0.335514,0.207736,0.2571,2571
5,10,Helio Castroneves,0.333333,,,0
5,10,Mel B,0.333333,,,0
5,10,Marie Osmond,0.333333,,,0
6,1,Cristian de la Fuente,0.083333,,,0
6,1,Steve Guttenberg,0.083333,,,0
6,1,Priscilla Presley,0.083333,,,0
6,1,Marlee Matlin,0.083333,,,0
6,1,Shannon Elizabeth,0.083333,,,0
6,1,Marissa Jaret Winokur,0.083333,,,0
6,1,Jason Taylor,0.083333,,,0
6,1,Kristi Yamaguchi,0.083333,,,0
6,1,Monica Seles,0.083333,,,0
6,1,Penn Jillette,0.083333,,,0
6,1,Adam Carolla,0.083333,,,0
6,1,Mario,0.083333,,,0
6,2,Cristian de la Fuente,0.090282,0.089635,0.2641,2641
6,2,Steve Guttenberg,0.098794,0.08813,0.2641,2641
6,2,Priscilla Presley,0.089326,0.086978,0.2641,2641
6,2,Marlee Matlin,0.086553,0.089022,0.2641,2641
6,2,Shannon Elizabeth,0.087478,0.088041,0.2641,2641
6,2,Marissa Jaret Winokur,0.089555,0.087647,0.2641,2641
6,2,Jason Taylor,0.086969,0.091202,0.2641,2641
6,2,Kristi Yamaguchi,0.085947,0.087624,0.2641,2641
6,2,Monica Seles,0.011889,0.010129,0.2641,2641
6,2,Penn Jillette,0.094659,0.088418,0.2641,2641
6,2,Adam Carolla,0.091505,0.087383,0.2641,2641
6,2,Mario,0.087043,0.088481,0.2641,2641
6,3,Cristian de la Fuente,0.105274,0.100724,0.1444,1444
6,3,Steve Guttenberg,0.009582,0.009185,0.1444,1444
6,3,Priscilla Presley,0.097839,0.096212,0.1444,1444
6,3,Marlee Matlin,0.110711,0.0996,0.1444,1444
6,3,Shannon Elizabeth,0.10554,0.103754,0.1444,1444
6,3,Marissa Jaret Winokur,0.129126,0.104886,0.1444,1444
6,3,Jason Taylor,0.105918,0.104646,0.1444,1444
6,3,Kristi Yamaguchi,0.103108,0.102295,0.1444,1444
6,3,Adam Carolla,0.11908,0.104684,0.1444,1444
6,3,Mario,0.113822,0.101191,0.1444,1444
6,4,Cristian de la Fuente,0.120848,0.114296,0.3047,3047
6,4,Priscilla Presley,0.132816,0.118642,0.3047,3047
6,4,Marlee Matlin,0.124477,0.116046,0.3047,3047
6,4,Shannon Elizabeth,0.116444,0.114534,0.3047,3047
6,4,Marissa Jaret Winokur,0.128261,0.119978,0.3047,3047
6,4,Jason Taylor,0.11877,0.11359,0.3047,3047
6,4,Kristi Yamaguchi,0.119502,0.115731,0.3047,3047
6,4,Adam Carolla,0.017506,0.014363,0.3047,3047
6,4,Mario,0.121377,0.115594,0.3047,3047
6,5,Cristian de la Fuente,0.146979,0.128271,0.2326,2326
6,5,Priscilla Presley,0.016258,0.014832,0.2326,2326
6,5,Marlee Matlin,0.151064,0.126173,0.2326,2326
6,5,Shannon Elizabeth,0.140731,0.124393,0.2326,2326
6,5,Marissa Jaret Winokur,0.143964,0.130453,0.2326,2326
6,5,Jason Taylor,0.133397,0.128259,0.2326,2326
6,5,Kristi Yamaguchi,0.131654,0.123674,0.2326,2326
6,5,Mario,0.135955,0.127897,0.2326,2326
6,6,Cristian de la Fuente,0.160311,0.144006,0.292,2920
6,6,Marlee Matlin,0.022685,0.019418,0.292,2920
6,6,Shannon Elizabeth,0.173916,0.149368,0.292,2920
6,6,Marissa Jaret Winokur,0.159618,0.144848,0.292,2920
6,6,Jason Taylor,0.16937,0.144405,0.292,2920
6,6,Kristi Yamaguchi,0.156197,0.147303,0.292,2920
6,6,Mario,0.157904,0.144646,0.292,2920
6,7,Cristian de la Fuente,0.215778,0.155929,0.1746,1746
6,7,Shannon Elizabeth,0.021226,0.021026,0.1746,1746
6,7,Marissa Jaret Winokur,0.191011,0.156412,0.1746,1746
6,7,Jason Taylor,0.186361,0.156315,0.1746,1746
6,7,Kristi Yamaguchi,0.187245,0.154835,0.1746,1746
6,7,Mario,0.198379,0.160738,0.1746,1746
6,8,Cristian de la Fuente,0.234146,0.179155,0.2085,2085
6,8,Marissa Jaret Winokur,0.25468,0.175189,0.2085,2085
6,8,Jason Taylor,0.247195,0.173778,0.2085,2085
6,8,Kristi Yamaguchi,0.233036,0.175761,0.2085,2085
6,8,Mario,0.030943,0.03021,0.2085,2085
6,9,Cristian de la Fuente,0.31156,0.210414,0.3042,3042
6,9,Marissa Jaret Winokur,0.053091,0.047523,0.3042,3042
6,9,Jason Taylor,0.321264,0.214598,0.3042,3042
6,9,Kristi Yamaguchi,0.314086,0.213286,0.3042,3042
6,10,Cristian de la Fuente,0.333333,,,0
6,10,Jason Taylor,0.333333,,,0
6,10,Kristi Yamaguchi,0.333333,,,0
7,1,Ted McGinley,0.005826,0.005731,0.0772,772
7,1,Cloris Leachman,0.092782,0.073816,0.0772,772
7,1,Susan Lucci,0.081362,0.073994,0.0772,772
7,1,Cody Linley,0.07622,0.077454,0.0772,772
7,1,Misty May-Treanor,0.07939,0.080426,0.0772,772
7,1,Maurice Greene,0.077245,0.076284,0.0772,772
7,1,Warren Sapp,0.077165,0.0766,0.0772,772
7,1,Jeffrey Ross,0.113867,0.080763,0.0772,772
7,1,Toni Braxton,0.078228,0.081486,0.0772,772
7,1,Lance Bass,0.071156,0.076595,0.0772,772
7,1,Kim Kardashian,0.085586,0.077065,0.0772,772
7,1,Rocco DiSpirito,0.08545,0.075979,0.0772,772
7,1,Brooke Burke,0.075722,0.078306,0.0772,772
7,2,Cloris Leachman,0.116788,0.091113,0.1746,1746
7,2,Susan Lucci,0.097681,0.093112,0.1746,1746
7,2,Cody Linley,0.092912,0.093053,0.1746,1746
7,2,Misty May-Treanor,0.09482,0.095056,0.1746,1746
7,2,Maurice Greene,0.101301,0.100404,0.1746,1746
7,2,Warren Sapp,0.092066,0.092481,0.1746,1746
7,2,Toni Braxton,0.092724,0.093104,0.1746,1746
7,2,Lance Bass,0.094989,0.089842,0.1746,1746
7,2,Kim Kardashian,0.010228,0.008991,0.1746,1746
7,2,Rocco DiSpirito,0.115223,0.097614,0.1746,1746
7,2,Brooke Burke,0.09127,0.092812,0.1746,1746
7,3,Cloris Leachman,0.111111,,,0
7,3,Susan Lucci,0.111111,,,0
7,3,Cody Linley,0.111111,,,0
7,3,Maurice Greene,0.111111,,,0
7,3,Warren Sapp,0.111111,,,0
7,3,Toni Braxton,0.111111,,,0
7,3,Lance Bass,0.111111,,,0
7,3,Rocco DiSpirito,0.111111,,,0
7,3,Brooke Burke,0.111111,,,0
7,4,Cloris Leachman,0.120566,0.114268,0.2822,2822
7,4,Susan Lucci,0.118771,0.111283,0.2822,2822
7,4,Cody Linley,0.122637,0.115547,0.2822,2822
7,4,Maurice Greene,0.13034,0.115635,0.2822,2822
7,4,Warren Sapp,0.127873,0.122742,0.2822,2822
7,4,Toni Braxton,0.126761,0.118178,0.2822,2822
7,4,Lance Bass,0.117272,0.111898,0.2822,2822
7,4,Rocco DiSpirito,0.015822,0.013041,0.2822,2822
7,4,Brooke Burke,0.119958,0.112431,0.2822,2822
7,5,Cloris Leachman,0.153954,0.124075,0.1768,1768
7,5,Susan Lucci,0.152864,0.122685,0.1768,1768
7,5,Cody Linley,0.130009,0.122081,0.1768,1768
7,5,Maurice Greene,0.130208,0.119533,0.1768,1768
7,5,Warren Sapp,0.137561,0.126902,0.1768,1768
7,5,Toni Braxton,0.015273,0.013849,0.1768,1768
7,5,Lance Bass,0.158139,0.125711,0.1768,1768
7,5,Brooke Burke,0.121992,0.118995,0.1768,1768
7,6,Cloris Leachman,0.032211,0.025333,0.4046,4046
7,6,Susan Lucci,0.161663,0.144871,0.4046,4046
7,6,Cody Linley,0.162119,0.146797,0.4046,4046
7,6,Maurice Greene,0.16853,0.146967,0.4046,4046
7,6,Warren Sapp,0.159285,0.146274,0.4046,4046
7,6,Lance Bass,0.157166,0.146243,0.4046,4046
7,6,Brooke Burke,0.159025,0.147474,0.4046,4046
7,7,Susan Lucci,0.023322,0.022508,0.1686,1686
7,7,Cody Linley,0.216552,0.157072,0.1686,1686
7,7,Maurice Greene,0.185967,0.147447,0.1686,1686
7,7,Warren Sapp,0.217626,0.148388,0.1686,1686
7,7,Lance Bass,0.188106,0.153531,0.1686,1686
7,7,Brooke Burke,0.168427,0.1505,0.1686,1686
7,8,Cody Linley,0.258976,0.184879,0.2528,2528
7,8,Maurice Greene,0.034018,0.031148,0.2528,2528
7,8,Warren Sapp,0.234246,0.181211,0.2528,2528
7,8,Lance Bass,0.245129,0.181885,0.2528,2528
7,8,Brooke Burke,0.227632,0.179793,0.2528,2528
7,9,Cody Linley,0.056299,0.049735,0.3123,3123
7,9,Warren Sapp,0.321914,0.212765,0.3123,3123
7,9,Lance Bass,0.29595,0.21633,0.3123,3123
7,9,Brooke Burke,0.325837,0.216125,0.3123,3123
7,10,Warren Sapp,0.333333,,,0
7,10,Lance Bass,0.333333,,,0
7,10,Brooke Burke,0.333333,,,0
8,1,Gilles Marini,0.076923,,,0
8,1,Denise Richards,0.076923,,,0
8,1,David Alan Grier,0.076923,,,0
8,1,Lawrence Taylor,0.076923,,,0
8,1,Ty Murray,0.076923,,,0
8,1,Shawn Johnson,0.076923,,,0
8,1,Steve Wozniak,0.076923,,,0
8,1,Belinda Carlisle,0.076923,,,0
8,1,Chuck Wicks,0.076923,,,0
8,1,Lil' Kim,0.076923,,,0
8,1,Steve-O,0.076923,,,0
8,1,Holly Madison,0.076923,,,0
8,1,Melissa Rycroft,0.076923,,,0
8,2,Gilles Marini,0.074816,0.075818,0.1121,1121
8,2,Denise Richards,0.075576,0.073633,0.1121,1121
8,2,David Alan Grier,0.092523,0.080493,0.1121,1121
8,2,Lawrence Taylor,0.081597,0.081273,0.1121,1121
8,2,Ty Murray,0.080438,0.079003,0.1121,1121
8,2,Shawn Johnson,0.073303,0.07832,0.1121,1121
8,2,Steve Wozniak,0.094241,0.079993,0.1121,1121
8,2,Belinda Carlisle,0.00667,0.006054,0.1121,1121
8,2,Chuck Wicks,0.081909,0.080442,0.1121,1121
8,2,Lil' Kim,0.077927,0.0761,0.1121,1121
8,2,Steve-O,0.10096,0.07689,0.1121,1121
8,2,Holly Madison,0.085239,0.079037,0.1121,1121
8,2,Melissa Rycroft,0.0748,0.078586,0.1121,1121
8,3,Gilles Marini,0.085127,0.083096,0.1547,1547
8,3,Denise Richards,0.01115,0.010039,0.1547,1547
8,3,David Alan Grier,0.082144,0.081748,0.1547,1547
8,3,Lawrence Taylor,0.085135,0.081576,0.1547,1547
8,3,Ty Murray,0.089035,0.08937,0.1547,1547
8,3,Shawn Johnson,0.081956,0.086259,0.1547,1547
8,3,Steve Wozniak,0.12656,0.085968,0.1547,1547
8,3,Chuck Wicks,0.08323,0.082635,0.1547,1547
8,3,Lil' Kim,0.081342,0.08172,0.1547,1547
8,3,Steve-O,0.101285,0.083216,0.1547,1547
8,3,Holly Madison,0.092587,0.080963,0.1547,1547
8,3,Melissa Rycroft,0.08045,0.080598,0.1547,1547
8,4,Gilles Marini,0.092871,0.094292,0.3627,3627
