season,week,celebrity_name,estimated_fan_share,share_std,confidence,n_valid_sims,prior_strength,posterior_strength
2,1,George Hamilton,0.123444,0.099927,0.2598,2598,8.0,10.0
2,1,Lisa Rinna,0.113135,0.104187,0.2598,2598,8.0,10.0
2,1,Stacy Keibler,0.102082,0.101425,0.2598,2598,8.0,10.0
2,1,Jerry Rice,0.10352,0.099322,0.2598,2598,8.0,10.0
2,1,Giselle Fernandez,0.102674,0.100464,0.2598,2598,8.0,10.0
2,1,Master P,0.122764,0.099684,0.2598,2598,8.0,10.0
2,1,Drew Lachey,0.101575,0.100164,0.2598,2598,8.0,10.0
2,1,Kenny Mayne,0.019302,0.01936,0.2598,2598,8.0,10.0
2,2,Tatum O'Neal,0.032323,0.025238,0.2979,2979,10.0,12.000000000000002
2,2,Tia Carrere,0.117916,0.095608,0.2979,2979,10.0,12.000000000000002
2,2,George Hamilton,0.118486,0.09292,0.2979,2979,10.0,12.000000000000002
2,2,Lisa Rinna,0.138901,0.090502,0.2979,2979,10.0,12.000000000000002
2,2,Stacy Keibler,0.112662,0.093675,0.2979,2979,10.0,12.000000000000002
2,2,Jerry Rice,0.111292,0.092668,0.2979,2979,10.0,12.000000000000002
2,2,Giselle Fernandez,0.116789,0.096233,0.2979,2979,10.0,12.000000000000002
2,2,Master P,0.140589,0.093137,0.2979,2979,10.0,12.000000000000002
2,2,Drew Lachey,0.111044,0.094899,0.2979,2979,10.0,12.000000000000002
2,3,Tia Carrere,0.119945,0.09117,0.1352,1352,12.000000000000004,14.000000000000004
2,3,George Hamilton,0.139568,0.085932,0.1352,1352,12.000000000000004,14.000000000000004
2,3,Lisa Rinna,0.124495,0.089218,0.1352,1352,12.000000000000004,14.000000000000004
2,3,Stacy Keibler,0.11841,0.087242,0.1352,1352,12.000000000000004,14.000000000000004
2,3,Jerry Rice,0.157757,0.085975,0.1352,1352,12.000000000000004,14.000000000000004
2,3,Giselle Fernandez,0.036361,0.023568,0.1352,1352,12.000000000000004,14.000000000000004
2,3,Master P,0.186215,0.086209,0.1352,1352,12.000000000000004,14.000000000000004
2,3,Drew Lachey,0.117248,0.087574,0.1352,1352,12.000000000000004,14.000000000000004
2,4,Tia Carrere,0.147337,0.089764,0.3365,3365,14.000000000000005,16.000000000000004
2,4,George Hamilton,0.188053,0.086369,0.3365,3365,14.000000000000005,16.000000000000004
2,4,Lisa Rinna,0.148475,0.09309,0.3365,3365,14.000000000000005,16.000000000000004
2,4,Stacy Keibler,0.138727,0.091878,0.3365,3365,14.000000000000005,16.000000000000004
2,4,Jerry Rice,0.161455,0.087628,0.3365,3365,14.000000000000005,16.000000000000004
2,4,Master P,0.076423,0.039093,0.3365,3365,14.000000000000005,16.000000000000004
2,4,Drew Lachey,0.139529,0.090491,0.3365,3365,14.000000000000005,16.000000000000004
2,5,Tia Carrere,0.095427,0.043785,0.4199,4199,16.000000000000004,18.000000000000007
2,5,George Hamilton,0.189985,0.08928,0.4199,4199,16.000000000000004,18.000000000000007
2,5,Lisa Rinna,0.174801,0.091189,0.4199,4199,16.000000000000004,18.000000000000007
2,5,Stacy Keibler,0.163419,0.090057,0.4199,4199,16.000000000000004,18.000000000000007
2,5,Jerry Rice,0.210442,0.084419,0.4199,4199,16.000000000000004,18.000000000000007
2,5,Drew Lachey,0.165927,0.092612,0.4199,4199,16.000000000000004,18.000000000000007
2,6,George Hamilton,0.133683,0.046623,0.3886,3886,18.000000000000007,20.000000000000007
2,6,Lisa Rinna,0.220146,0.0916,0.3886,3886,18.000000000000007,20.000000000000007
2,6,Stacy Keibler,0.195478,0.090112,0.3886,3886,18.000000000000007,20.000000000000007
2,6,Jerry Rice,0.253312,0.080578,0.3886,3886,18.000000000000007,20.000000000000007
2,6,Drew Lachey,0.197381,0.09328,0.3886,3886,18.000000000000007,20.000000000000007
2,7,Lisa Rinna,0.173991,0.048685,0.4175,4175,20.000000000000007,22.000000000000007
2,7,Stacy Keibler,0.25821,0.092789,0.4175,4175,20.000000000000007,22.000000000000007
2,7,Jerry Rice,0.312339,0.080868,0.4175,4175,20.000000000000007,22.000000000000007
2,7,Drew Lachey,0.25546,0.093677,0.4175,4175,20.000000000000007,22.000000000000007
2,8,Stacy Keibler,0.32078,,,0,22.00000000000001,22.00000000000001
2,8,Jerry Rice,0.358709,,,0,22.00000000000001,22.00000000000001
2,8,Drew Lachey,0.320511,,,0,22.00000000000001,22.00000000000001
3,1,Harry Hamlin,0.102206,0.097368,0.3408,3408,8.8,10.799999999999999
3,1,Vivica A. Fox,0.096148,0.094383,0.3408,3408,8.8,10.799999999999999
3,1,Monique Coleman,0.096711,0.095673,0.3408,3408,8.8,10.799999999999999
3,1,Joey Lawrence,0.096538,0.096916,0.3408,3408,8.8,10.799999999999999
3,1,Mario Lopez,0.097149,0.096407,0.3408,3408,8.8,10.799999999999999
3,1,Emmitt Smith,0.097932,0.097997,0.3408,3408,8.8,10.799999999999999
3,1,Shanna Moakler,0.097304,0.092625,0.3408,3408,8.8,10.799999999999999
3,1,Willa Ford,0.095567,0.094684,0.3408,3408,8.8,10.799999999999999
3,1,Sara Evans,0.104219,0.097793,0.3408,3408,8.8,10.799999999999999
3,1,Jerry Springer,0.100008,0.095946,0.3408,3408,8.8,10.799999999999999
3,1,Tucker Carlson,0.016217,0.013126,0.3408,3408,8.8,10.799999999999999
3,2,Harry Hamlin,0.115341,0.087563,0.1154,1154,10.800000000000002,12.8
3,2,Vivica A. Fox,0.106808,0.089371,0.1154,1154,10.800000000000002,12.8
3,2,Monique Coleman,0.10134,0.085937,0.1154,1154,10.800000000000002,12.8
3,2,Joey Lawrence,0.097698,0.085954,0.1154,1154,10.800000000000002,12.8
3,2,Mario Lopez,0.117388,0.089637,0.1154,1154,10.800000000000002,12.8
3,2,Emmitt Smith,0.103343,0.081429,0.1154,1154,10.800000000000002,12.8
3,2,Shanna Moakler,0.013431,0.010651,0.1154,1154,10.800000000000002,12.8
3,2,Willa Ford,0.104911,0.085536,0.1154,1154,10.800000000000002,12.8
3,2,Sara Evans,0.114655,0.084916,0.1154,1154,10.800000000000002,12.8
3,2,Jerry Springer,0.125085,0.085177,0.1154,1154,10.800000000000002,12.8
3,3,Harry Hamlin,0.021863,0.014182,0.1252,1252,12.8,14.799999999999999
3,3,Vivica A. Fox,0.113771,0.083617,0.1252,1252,12.8,14.799999999999999
3,3,Monique Coleman,0.111669,0.082542,0.1252,1252,12.8,14.799999999999999
3,3,Joey Lawrence,0.118455,0.078353,0.1252,1252,12.8,14.799999999999999
3,3,Mario Lopez,0.126661,0.08403,0.1252,1252,12.8,14.799999999999999
3,3,Emmitt Smith,0.133283,0.081248,0.1252,1252,12.8,14.799999999999999
3,3,Willa Ford,0.124326,0.083554,0.1252,1252,12.8,14.799999999999999
3,3,Sara Evans,0.121819,0.087473,0.1252,1252,12.8,14.799999999999999
3,3,Jerry Springer,0.128153,0.083515,0.1252,1252,12.8,14.799999999999999
3,4,Vivica A. Fox,0.03182,0.017743,0.1355,1355,14.8,16.799999999999997
3,4,Monique Coleman,0.134488,0.076488,0.1355,1355,14.8,16.799999999999997
3,4,Joey Lawrence,0.13135,0.078932,0.1355,1355,14.8,16.799999999999997
3,4,Mario Lopez,0.131004,0.082504,0.1355,1355,14.8,16.799999999999997
3,4,Emmitt Smith,0.142447,0.081312,0.1355,1355,14.8,16.799999999999997
3,4,Willa Ford,0.133299,0.077756,0.1355,1355,14.8,16.799999999999997
3,4,Sara Evans,0.153867,0.082102,0.1355,1355,14.8,16.799999999999997
3,4,Jerry Springer,0.141724,0.073253,0.1355,1355,14.8,16.799999999999997
3,5,Monique Coleman,0.153598,0.076389,0.1171,1171,16.799999999999997,18.799999999999994
3,5,Joey Lawrence,0.155458,0.073854,0.1171,1171,16.799999999999997,18.799999999999994
3,5,Mario Lopez,0.155282,0.078849,0.1171,1171,16.799999999999997,18.799999999999994
3,5,Emmitt Smith,0.156472,0.080217,0.1171,1171,16.799999999999997,18.799999999999994
3,5,Willa Ford,0.042548,0.020019,0.1171,1171,16.799999999999997,18.799999999999994
3,5,Sara Evans,0.166829,0.077625,0.1171,1171,16.799999999999997,18.799999999999994
3,5,Jerry Springer,0.169813,0.079301,0.1171,1171,16.799999999999997,18.799999999999994
3,6,Monique Coleman,0.195079,,,0,18.799999999999994,18.799999999999994
3,6,Joey Lawrence,0.195312,,,0,18.799999999999994,18.799999999999994
3,6,Mario Lopez,0.200863,,,0,18.799999999999994,18.799999999999994
3,6,Emmitt Smith,0.201496,,,0,18.799999999999994,18.799999999999994
3,6,Jerry Springer,0.20725,,,0,18.799999999999994,18.799999999999994
3,7,Monique Coleman,0.218733,0.084272,0.2976,2976,18.799999999999994,20.79999999999999
3,7,Joey Lawrence,0.219657,0.083599,0.2976,2976,18.799999999999994,20.79999999999999
3,7,Mario Lopez,0.223924,0.085739,0.2976,2976,18.799999999999994,20.79999999999999
3,7,Emmitt Smith,0.223814,0.083293,0.2976,2976,18.799999999999994,20.79999999999999
3,7,Jerry Springer,0.113872,0.037107,0.2976,2976,18.799999999999994,20.79999999999999
3,8,Monique Coleman,0.15114,0.041816,0.2882,2882,20.79999999999999,22.799999999999994
3,8,Joey Lawrence,0.280672,0.079676,0.2882,2882,20.79999999999999,22.799999999999994
3,8,Mario Lopez,0.282127,0.083398,0.2882,2882,20.79999999999999,22.799999999999994
3,8,Emmitt Smith,0.286062,0.079454,0.2882,2882,20.79999999999999,22.799999999999994
3,9,Joey Lawrence,0.327389,,,0,22.799999999999994,22.799999999999994
3,9,Mario Lopez,0.33566,,,0,22.799999999999994,22.799999999999994
3,9,Emmitt Smith,0.336951,,,0,22.799999999999994,22.799999999999994
3,10,Mario Lopez,0.49904,,,0,22.799999999999997,22.799999999999997
3,10,Emmitt Smith,0.50096,,,0,22.799999999999997,22.799999999999997
4,1,John Ratzenberger,0.090909,,,0,8.8,8.8
4,1,Ian Ziering,0.090909,,,0,8.8,8.8
4,1,Clyde Drexler,0.090909,,,0,8.8,8.8
4,1,Laila Ali,0.090909,,,0,8.8,8.8
4,1,Apolo Anton Ohno,0.090909,,,0,8.8,8.8
4,1,Shandi Finnessey,0.090909,,,0,8.8,8.8
4,1,Paulina Porizkova,0.090909,,,0,8.8,8.8
4,1,Heather Mills,0.090909,,,0,8.8,8.8
4,1,Billy Ray Cyrus,0.090909,,,0,8.8,8.8
4,1,Joey Fatone,0.090909,,,0,8.8,8.8
4,1,Leeza Gibbons,0.090909,,,0,8.8,8.8
4,2,John Ratzenberger,0.100758,0.090872,0.1123,1123,8.8,10.799999999999999
4,2,Ian Ziering,0.101026,0.091766,0.1123,1123,8.8,10.799999999999999
4,2,Clyde Drexler,0.117415,0.092848,0.1123,1123,8.8,10.799999999999999
4,2,Laila Ali,0.088748,0.090555,0.1123,1123,8.8,10.799999999999999
4,2,Apolo Anton Ohno,0.088882,0.090092,0.1123,1123,8.8,10.799999999999999
4,2,Shandi Finnessey,0.106817,0.089598,0.1123,1123,8.8,10.799999999999999
4,2,Paulina Porizkova,0.007603,0.007158,0.1123,1123,8.8,10.799999999999999
4,2,Heather Mills,0.089884,0.087486,0.1123,1123,8.8,10.799999999999999
4,2,Billy Ray Cyrus,0.098098,0.086987,0.1123,1123,8.8,10.799999999999999
4,2,Joey Fatone,0.097857,0.096174,0.1123,1123,8.8,10.799999999999999
4,2,Leeza Gibbons,0.102912,0.095771,0.1123,1123,8.8,10.799999999999999
4,3,John Ratzenberger,0.115058,0.087312,0.105,1050,10.799999999999999,12.8
4,3,Ian Ziering,0.1035,0.086636,0.105,1050,10.799999999999999,12.8
4,3,Clyde Drexler,0.136044,0.086327,0.105,1050,10.799999999999999,12.8
4,3,Laila Ali,0.111738,0.088414,0.105,1050,10.799999999999999,12.8
4,3,Apolo Anton Ohno,0.105234,0.085594,0.105,1050,10.799999999999999,12.8
4,3,Shandi Finnessey,0.013298,0.010174,0.105,1050,10.799999999999999,12.8
4,3,Heather Mills,0.102363,0.086138,0.105,1050,10.799999999999999,12.8
4,3,Billy Ray Cyrus,0.108403,0.081783,0.105,1050,10.799999999999999,12.8
4,3,Joey Fatone,0.10108,0.082968,0.105,1050,10.799999999999999,12.8
4,3,Leeza Gibbons,0.103281,0.086728,0.105,1050,10.799999999999999,12.8
4,4,John Ratzenberger,0.132731,0.084144,0.2358,2358,12.8,14.799999999999999
4,4,Ian Ziering,0.112987,0.084742,0.2358,2358,12.8,14.799999999999999
4,4,Clyde Drexler,0.142777,0.086007,0.2358,2358,12.8,14.799999999999999
4,4,Laila Ali,0.117295,0.085823,0.2358,2358,12.8,14.799999999999999
4,4,Apolo Anton Ohno,0.113682,0.089681,0.2358,2358,12.8,14.799999999999999
4,4,Heather Mills,0.116175,0.08522,0.2358,2358,12.8,14.799999999999999
4,4,Billy Ray Cyrus,0.11935,0.08844,0.2358,2358,12.8,14.799999999999999
4,4,Joey Fatone,0.11513,0.08995,0.2358,2358,12.8,14.799999999999999
4,4,Leeza Gibbons,0.029872,0.018183,0.2358,2358,12.8,14.799999999999999
4,5,John Ratzenberger,0.146099,0.085368,0.3155,3155,14.8,16.799999999999997
4,5,Ian Ziering,0.131112,0.084682,0.3155,3155,14.8,16.799999999999997
4,5,Clyde Drexler,0.055766,0.026493,0.3155,3155,14.8,16.799999999999997
4,5,Laila Ali,0.12857,0.086143,0.3155,3155,14.8,16.799999999999997
4,5,Apolo Anton Ohno,0.127641,0.084387,0.3155,3155,14.8,16.799999999999997
4,5,Heather Mills,0.136054,0.084735,0.3155,3155,14.8,16.799999999999997
4,5,Billy Ray Cyrus,0.14629,0.083254,0.3155,3155,14.8,16.799999999999997
4,5,Joey Fatone,0.128468,0.085836,0.3155,3155,14.8,16.799999999999997
4,6,John Ratzenberger,0.178294,0.077604,0.1664,1664,16.799999999999994,18.799999999999994
4,6,Ian Ziering,0.15902,0.080389,0.1664,1664,16.799999999999994,18.799999999999994
4,6,Laila Ali,0.149001,0.08195,0.1664,1664,16.799999999999994,18.799999999999994
4,6,Apolo Anton Ohno,0.14375,0.07715,0.1664,1664,16.799999999999994,18.799999999999994
4,6,Heather Mills,0.050654,0.023702,0.1664,1664,16.799999999999994,18.799999999999994
4,6,Billy Ray Cyrus,0.169564,0.077154,0.1664,1664,16.799999999999994,18.799999999999994
4,6,Joey Fatone,0.149717,0.079,0.1664,1664,16.799999999999994,18.799999999999994
4,7,John Ratzenberger,0.082227,0.030233,0.2221,2221,18.799999999999997,20.799999999999997
4,7,Ian Ziering,0.18518,0.081637,0.2221,2221,18.799999999999997,20.799999999999997
4,7,Laila Ali,0.175245,0.080728,0.2221,2221,18.799999999999997,20.799999999999997
4,7,Apolo Anton Ohno,0.176361,0.075558,0.2221,2221,18.799999999999997,20.799999999999997
4,7,Billy Ray Cyrus,0.210214,0.076211,0.2221,2221,18.799999999999997,20.799999999999997
4,7,Joey Fatone,0.170772,0.077618,0.2221,2221,18.799999999999997,20.799999999999997
4,8,Ian Ziering,0.228409,0.080327,0.3872,3872,20.799999999999994,22.799999999999994
4,8,Laila Ali,0.216969,0.081505,0.3872,3872,20.799999999999994,22.799999999999994
4,8,Apolo Anton Ohno,0.208628,0.081931,0.3872,3872,20.799999999999994,22.799999999999994
4,8,Billy Ray Cyrus,0.131117,0.039835,0.3872,3872,20.799999999999994,22.799999999999994
4,8,Joey Fatone,0.214877,0.081434,0.3872,3872,20.799999999999994,22.799999999999994
4,9,Ian Ziering,0.157883,0.038921,0.2561,2561,22.799999999999994,24.799999999999997
4,9,Laila Ali,0.281526,0.078514,0.2561,2561,22.799999999999994,24.799999999999997
4,9,Apolo Anton Ohno,0.2821,0.075,0.2561,2561,22.799999999999994,24.799999999999997
4,9,Joey Fatone,0.278491,0.077428,0.2561,2561,22.799999999999994,24.799999999999997
4,10,Laila Ali,0.335492,,,0,24.8,24.8
4,10,Apolo Anton Ohno,0.330949,,,0,24.8,24.8
4,10,Joey Fatone,0.333559,,,0,24.8,24.8
5,1,Cameron Mathison,0.089515,0.090785,0.2852,2852,9.600000000000001,11.600000000000001
5,1,Jane Seymour,0.087359,0.089307,0.2852,2852,9.600000000000001,11.600000000000001
5,1,Sabrina Bryan,0.087433,0.088237,0.2852,2852,9.600000000000001,11.600000000000001
5,1,Jennie Garth,0.088681,0.088165,0.2852,2852,9.600000000000001,11.600000000000001
5,1,Floyd Mayweather Jr. ,0.094215,0.085545,0.2852,2852,9.600000000000001,11.600000000000001
5,1,Josie Maran,0.011319,0.009013,0.2852,2852,9.600000000000001,11.600000000000001
5,1,Albert Reed,0.089038,0.08525,0.2852,2852,9.600000000000001,11.600000000000001
5,1,Helio Castroneves,0.087814,0.089531,0.2852,2852,9.600000000000001,11.600000000000001
5,1,Mel B,0.088008,0.088428,0.2852,2852,9.600000000000001,11.600000000000001
5,1,Wayne Newton,0.096949,0.093078,0.2852,2852,9.600000000000001,11.600000000000001
5,1,Marie Osmond,0.088916,0.088207,0.2852,2852,9.600000000000001,11.600000000000001
5,1,Mark Cuban,0.090752,0.090672,0.2852,2852,9.600000000000001,11.600000000000001
5,2,Cameron Mathison,0.096095,0.077324,0.0866,866,11.599999999999998,13.600000000000001
5,2,Jane Seymour,0.094739,0.075461,0.0866,866,11.599999999999998,13.600000000000001
5,2,Sabrina Bryan,0.08952,0.077595,0.0866,866,11.599999999999998,13.600000000000001
5,2,Jennie Garth,0.100444,0.077869,0.0866,866,11.599999999999998,13.600000000000001
5,2,Floyd Mayweather Jr. ,0.101413,0.079989,0.0866,866,11.599999999999998,13.600000000000001
5,2,Albert Reed,0.01096,0.008636,0.0866,866,11.599999999999998,13.600000000000001
5,2,Helio Castroneves,0.09246,0.082378,0.0866,866,11.599999999999998,13.600000000000001
5,2,Mel B,0.093107,0.081629,0.0866,866,11.599999999999998,13.600000000000001
5,2,Wayne Newton,0.123724,0.080062,0.0866,866,11.599999999999998,13.600000000000001
5,2,Marie Osmond,0.085777,0.071415,0.0866,866,11.599999999999998,13.600000000000001
5,2,Mark Cuban,0.11176,0.07511,0.0866,866,11.599999999999998,13.600000000000001
5,3,Cameron Mathison,0.110787,0.081291,0.2304,2304,13.600000000000003,15.600000000000001
5,3,Jane Seymour,0.102978,0.079107,0.2304,2304,13.600000000000003,15.600000000000001
5,3,Sabrina Bryan,0.104426,0.081715,0.2304,2304,13.600000000000003,15.600000000000001
5,3,Jennie Garth,0.107851,0.083684,0.2304,2304,13.600000000000003,15.600000000000001
5,3,Floyd Mayweather Jr. ,0.113899,0.081549,0.2304,2304,13.600000000000003,15.600000000000001
5,3,Helio Castroneves,0.107644,0.080879,0.2304,2304,13.600000000000003,15.600000000000001
5,3,Mel B,0.101031,0.079202,0.2304,2304,13.600000000000003,15.600000000000001
5,3,Wayne Newton,0.026726,0.015306,0.2304,2304,13.600000000000003,15.600000000000001
5,3,Marie Osmond,0.104503,0.080129,0.2304,2304,13.600000000000003,15.600000000000001
5,3,Mark Cuban,0.120154,0.084241,0.2304,2304,13.600000000000003,15.600000000000001
5,4,Cameron Mathison,0.12047,0.077927,0.1739,1739,15.600000000000001,17.6
5,4,Jane Seymour,0.122287,0.079433,0.1739,1739,15.600000000000001,17.6
5,4,Sabrina Bryan,0.116691,0.08089,0.1739,1739,15.600000000000001,17.6
5,4,Jennie Garth,0.12085,0.077276,0.1739,1739,15.600000000000001,17.6
5,4,Floyd Mayweather Jr. ,0.029412,0.016011,0.1739,1739,15.600000000000001,17.6
5,4,Helio Castroneves,0.112147,0.075286,0.1739,1739,15.600000000000001,17.6
5,4,Mel B,0.122748,0.077592,0.1739,1739,15.600000000000001,17.6
5,4,Marie Osmond,0.122353,0.080919,0.1739,1739,15.600000000000001,17.6
5,4,Mark Cuban,0.133043,0.075259,0.1739,1739,15.600000000000001,17.6
5,5,Cameron Mathison,0.136318,0.076488,0.1952,1952,17.6,19.6
5,5,Jane Seymour,0.134781,0.077397,0.1952,1952,17.6,19.6
5,5,Sabrina Bryan,0.130457,0.074925,0.1952,1952,17.6,19.6
5,5,Jennie Garth,0.134119,0.075351,0.1952,1952,17.6,19.6
5,5,Helio Castroneves,0.140097,0.074719,0.1952,1952,17.6,19.6
5,5,Mel B,0.130699,0.07656,0.1952,1952,17.6,19.6
5,5,Marie Osmond,0.147853,0.075175,0.1952,1952,17.6,19.6
5,5,Mark Cuban,0.045676,0.020425,0.1952,1952,17.6,19.6
5,6,Cameron Mathison,0.161699,0.074859,0.1518,1518,19.6,21.599999999999994
5,6,Jane Seymour,0.165143,0.071512,0.1518,1518,19.6,21.599999999999994
5,6,Sabrina Bryan,0.05256,0.02195,0.1518,1518,19.6,21.599999999999994
5,6,Jennie Garth,0.154531,0.074798,0.1518,1518,19.6,21.599999999999994
5,6,Helio Castroneves,0.151362,0.073412,0.1518,1518,19.6,21.599999999999994
5,6,Mel B,0.149984,0.074677,0.1518,1518,19.6,21.599999999999994
5,6,Marie Osmond,0.164721,0.070691,0.1518,1518,19.6,21.599999999999994
5,7,Cameron Mathison,0.189855,0.074497,0.1877,1877,21.599999999999994,23.599999999999998
5,7,Jane Seymour,0.076685,0.027241,0.1877,1877,21.599999999999994,23.599999999999998
5,7,Jennie Garth,0.186114,0.074834,0.1877,1877,21.599999999999994,23.599999999999998
5,7,Helio Castroneves,0.183035,0.074378,0.1877,1877,21.599999999999994,23.599999999999998
5,7,Mel B,0.177813,0.072234,0.1877,1877,21.599999999999994,23.599999999999998
5,7,Marie Osmond,0.186497,0.071831,0.1877,1877,21.599999999999994,23.599999999999998
5,8,Cameron Mathison,0.110935,0.032181,0.2145,2145,23.599999999999998,25.599999999999998
5,8,Jennie Garth,0.22934,0.072361,0.2145,2145,23.599999999999998,25.599999999999998
5,8,Helio Castroneves,0.212166,0.071558,0.2145,2145,23.599999999999998,25.599999999999998
5,8,Mel B,0.214426,0.071612,0.2145,2145,23.599999999999998,25.599999999999998
5,8,Marie Osmond,0.233133,0.072032,0.2145,2145,23.599999999999998,25.599999999999998
5,9,Jennie Garth,0.158667,0.037872,0.2581,2581,25.6,27.6
5,9,Helio Castroneves,0.277093,0.073087,0.2581,2581,25.6,27.6
5,9,Mel B,0.275107,0.07265,0.2581,2581,25.6,27.6
5,9,Marie Osmond,0.289133,0.072328,0.2581,2581,25.6,27.6
5,10,Helio Castroneves,0.331309,,,0,27.599999999999998,27.599999999999998
5,10,Mel B,0.329567,,,0,27.599999999999998,27.599999999999998
5,10,Marie Osmond,0.339124,,,0,27.599999999999998,27.599999999999998
6,1,Cristian de la Fuente,0.083333,,,0,9.600000000000001,9.600000000000001
6,1,Steve Guttenberg,0.083333,,,0,9.600000000000001,9.600000000000001
6,1,Priscilla Presley,0.083333,,,0,9.600000000000001,9.600000000000001
6,1,Marlee Matlin,0.083333,,,0,9.600000000000001,9.600000000000001
6,1,Shannon Elizabeth,0.083333,,,0,9.600000000000001,9.600000000000001
6,1,Marissa Jaret Winokur,0.083333,,,0,9.600000000000001,9.600000000000001
6,1,Jason Taylor,0.083333,,,0,9.600000000000001,9.600000000000001
6,1,Kristi Yamaguchi,0.083333,,,0,9.600000000000001,9.600000000000001
6,1,Monica Seles,0.083333,,,0,9.600000000000001,9.600000000000001
6,1,Penn Jillette,0.083333,,,0,9.600000000000001,9.600000000000001
6,1,Adam Carolla,0.083333,,,0,9.600000000000001,9.600000000000001
6,1,Mario,0.083333,,,0,9.600000000000001,9.600000000000001
6,2,Cristian de la Fuente,0.090315,0.088945,0.2682,2682,9.600000000000001,11.6
6,2,Steve Guttenberg,0.100217,0.093153,0.2682,2682,9.600000000000001,11.6
6,2,Priscilla Presley,0.085482,0.084938,0.2682,2682,9.600000000000001,11.6
6,2,Marlee Matlin,0.089632,0.090724,0.2682,2682,9.600000000000001,11.6
6,2,Shannon Elizabeth,0.085833,0.087656,0.2682,2682,9.600000000000001,11.6
6,2,Marissa Jaret Winokur,0.089236,0.088722,0.2682,2682,9.600000000000001,11.6
6,2,Jason Taylor,0.083945,0.086814,0.2682,2682,9.600000000000001,11.6
6,2,Kristi Yamaguchi,0.085886,0.089186,0.2682,2682,9.600000000000001,11.6
6,2,Monica Seles,0.012184,0.010437,0.2682,2682,9.600000000000001,11.6
6,2,Penn Jillette,0.096227,0.089507,0.2682,2682,9.600000000000001,11.6
6,2,Adam Carolla,0.092102,0.087888,0.2682,2682,9.600000000000001,11.6
6,2,Mario,0.08894,0.08807,0.2682,2682,9.600000000000001,11.6
6,3,Cristian de la Fuente,0.101964,0.083615,0.1385,1385,11.600000000000001,13.600000000000001
6,3,Steve Guttenberg,0.016099,0.011762,0.1385,1385,11.600000000000001,13.600000000000001
6,3,Priscilla Presley,0.102706,0.086982,0.1385,1385,11.600000000000001,13.600000000000001
6,3,Marlee Matlin,0.111936,0.082247,0.1385,1385,11.600000000000001,13.600000000000001
6,3,Shannon Elizabeth,0.109011,0.08562,0.1385,1385,11.600000000000001,13.600000000000001
6,3,Marissa Jaret Winokur,0.122726,0.083674,0.1385,1385,11.600000000000001,13.600000000000001
6,3,Jason Taylor,0.1029,0.081008,0.1385,1385,11.600000000000001,13.600000000000001
6,3,Kristi Yamaguchi,0.099477,0.084768,0.1385,1385,11.600000000000001,13.600000000000001
6,3,Adam Carolla,0.117202,0.085756,0.1385,1385,11.600000000000001,13.600000000000001
6,3,Mario,0.11598,0.088801,0.1385,1385,11.600000000000001,13.600000000000001
6,4,Cristian de la Fuente,0.120815,0.085234,0.2573,2573,13.600000000000001,15.600000000000003
6,4,Priscilla Presley,0.125067,0.083136,0.2573,2573,13.600000000000001,15.600000000000003
