season,week,celebrity_name,exit_week,result_type,placement,n_judges,raw_score_sum,max_possible_points,normalized_score,n_contestants,judge_share,judge_rank,is_eliminated,rule_system,estimated_fan_share,share_std,confidence,n_valid_sims,fan_judge_gap
2,2,Tia Carrere,5,eliminated,6,3,22.0,30.0,0.7333333333333333,9,0.1099999999999999,5.5,False,Rank,0.119494,0.113861,0.2855,2855,0.0094940000000001
2,3,Tia Carrere,5,eliminated,6,3,26.0,30.0,0.8666666666666667,8,0.1428571428571428,3.0,False,Rank,0.12212,0.120521,0.1228,1228,-0.020737142857142787
2,4,Tia Carrere,5,eliminated,6,3,25.0,30.0,0.8333333333333334,7,0.1582278481012658,4.0,False,Rank,0.151744,0.135728,0.3794,3794,-0.006483848101265816
2,5,Tia Carrere,5,eliminated,6,3,22.0,30.0,0.7333333333333333,6,0.1456953642384106,6.0,True,Rank,0.054491,0.050471,0.3981,3981,-0.09120436423841059
2,1,George Hamilton,6,eliminated,5,3,18.0,30.0,0.6,10,0.0923076923076923,8.0,False,Rank,0.125837,0.101881,0.2555,2555,0.033529307692307705
2,2,George Hamilton,6,eliminated,5,3,22.0,30.0,0.7333333333333333,9,0.1099999999999999,5.5,False,Rank,0.120118,0.114105,0.2855,2855,0.0101180000000001
2,3,George Hamilton,6,eliminated,5,3,22.0,30.0,0.7333333333333333,8,0.1208791208791208,5.5,False,Rank,0.138528,0.120402,0.1228,1228,0.017648879120879216
2,4,George Hamilton,6,eliminated,5,3,21.0,30.0,0.7,7,0.1329113924050632,6.0,False,Rank,0.193989,0.138509,0.3794,3794,0.0610776075949368
2,5,George Hamilton,6,eliminated,5,3,24.0,30.0,0.8,6,0.1589403973509933,4.0,False,Rank,0.193681,0.158722,0.3981,3981,0.03474060264900669
2,6,George Hamilton,6,eliminated,5,3,23.0,30.0,0.7666666666666667,5,0.1729323308270676,4.5,True,Rank,0.067395,0.058848,0.4185,4185,-0.10553733082706761
2,1,Lisa Rinna,7,eliminated,4,3,19.0,30.0,0.6333333333333333,10,0.0974358974358974,7.0,False,Rank,0.111727,0.100053,0.2555,2555,0.014291102564102612
2,2,Lisa Rinna,7,eliminated,4,3,20.0,30.0,0.6666666666666666,9,0.0999999999999999,7.0,False,Rank,0.139309,0.109533,0.2855,2855,0.039309000000000094
2,3,Lisa Rinna,7,eliminated,4,3,25.0,30.0,0.8333333333333334,8,0.1373626373626373,4.0,False,Rank,0.122062,0.121588,0.1228,1228,-0.015300637362637287
2,4,Lisa Rinna,7,eliminated,4,3,26.0,30.0,0.8666666666666667,7,0.1645569620253164,2.5,False,Rank,0.145235,0.140722,0.3794,3794,-0.019321962025316386
2,5,Lisa Rinna,7,eliminated,4,3,25.0,30.0,0.8333333333333334,6,0.1655629139072847,3.0,False,Rank,0.17674,0.155258,0.3981,3981,0.01117708609271531
2,6,Lisa Rinna,7,eliminated,4,3,27.0,30.0,0.9,5,0.2030075187969924,3.0,False,Rank,0.224895,0.179228,0.4185,4185,0.021887481203007625
2,7,Lisa Rinna,7,eliminated,4,3,26.5,30.0,0.8833333333333333,4,0.2598039215686274,3.0,True,Rank,0.083202,0.07023,0.421,4210,-0.17660192156862742
2,1,Stacy Keibler,99,finalist,3,3,22.0,30.0,0.7333333333333333,10,0.1128205128205128,4.0,False,Rank,0.102348,0.102089,0.2555,2555,-0.0104725128205128
2,2,Stacy Keibler,99,finalist,3,3,29.0,30.0,0.9666666666666668,9,0.145,1.0,False,Rank,0.113205,0.10849,0.2855,2855,-0.03179499999999999
2,3,Stacy Keibler,99,finalist,3,3,27.0,30.0,0.9,8,0.1483516483516483,1.5,False,Rank,0.120281,0.124397,0.1228,1228,-0.028070648351648297
2,4,Stacy Keibler,99,finalist,3,3,26.0,30.0,0.8666666666666667,7,0.1645569620253164,2.5,False,Rank,0.149682,0.140032,0.3794,3794,-0.01487496202531638
2,5,Stacy Keibler,99,finalist,3,3,30.0,30.0,1.0,6,0.1986754966887417,1.0,False,Rank,0.170206,0.155227,0.3981,3981,-0.028469496688741713
2,6,Stacy Keibler,99,finalist,3,3,30.0,30.0,1.0,5,0.225563909774436,1.5,False,Rank,0.212152,0.181195,0.4185,4185,-0.013411909774435987
2,7,Stacy Keibler,99,finalist,3,3,27.5,30.0,0.9166666666666666,4,0.2696078431372549,1.5,False,Rank,0.286111,0.218033,0.421,4210,0.016503156862745116
2,8,Stacy Keibler,99,finalist,3,3,28.6665,30.0,0.95555,3,0.339920718960216,2.0,False,Rank,0.333333,,,0,-0.0065877189602159825
2,1,Jerry Rice,99,finalist,2,3,21.0,30.0,0.7,10,0.1076923076923076,5.0,False,Rank,0.101138,0.10073,0.2555,2555,-0.0065543076923075955
2,2,Jerry Rice,99,finalist,2,3,23.0,30.0,0.7666666666666667,9,0.115,4.0,False,Rank,0.114489,0.109716,0.2855,2855,-0.0005110000000000114
2,3,Jerry Rice,99,finalist,2,3,19.0,30.0,0.6333333333333333,8,0.1043956043956044,7.0,False,Rank,0.159925,0.111061,0.1228,1228,0.05552939560439561
2,4,Jerry Rice,99,finalist,2,3,24.0,30.0,0.8,7,0.1518987341772152,5.0,False,Rank,0.169739,0.137649,0.3794,3794,0.017840265822784807
2,5,Jerry Rice,99,finalist,2,3,23.0,30.0,0.7666666666666667,6,0.152317880794702,5.0,False,Rank,0.233308,0.15302,0.3981,3981,0.080990119205298
2,6,Jerry Rice,99,finalist,2,3,23.0,30.0,0.7666666666666667,5,0.1729323308270676,4.5,False,Rank,0.282887,0.17366,0.4185,4185,0.1099546691729324
2,7,Jerry Rice,99,finalist,2,3,20.5,30.0,0.6833333333333333,4,0.2009803921568627,4.0,False,Rank,0.34734,0.200596,0.421,4210,0.14635960784313728
2,8,Jerry Rice,99,finalist,2,3,26.666600000000003,30.0,0.8888866666666667,3,0.3162063678588072,3.0,False,Rank,0.333333,,,0,0.01712663214119281
2,1,Giselle Fernandez,3,eliminated,8,3,23.0,30.0,0.7666666666666667,10,0.1179487179487179,2.5,False,Rank,0.101507,0.101341,0.2555,2555,-0.016441717948717904
2,2,Giselle Fernandez,3,eliminated,8,3,24.0,30.0,0.8,9,0.12,3.0,False,Rank,0.114179,0.112991,0.2855,2855,-0.005820999999999993
2,3,Giselle Fernandez,3,eliminated,8,3,22.0,30.0,0.7333333333333333,8,0.1208791208791208,5.5,True,Rank,0.019495,0.019633,0.1228,1228,-0.1013841208791208
2,1,Master P,4,eliminated,7,3,12.0,30.0,0.4,10,0.0615384615384615,10.0,False,Rank,0.126807,0.103118,0.2555,2555,0.0652685384615385
2,2,Master P,4,eliminated,7,3,16.0,30.0,0.5333333333333333,9,0.08,9.0,False,Rank,0.137571,0.107845,0.2855,2855,0.057571
2,3,Master P,4,eliminated,7,3,14.0,30.0,0.4666666666666667,8,0.0769230769230769,8.0,False,Rank,0.199805,0.122306,0.1228,1228,0.12288192307692311
2,4,Master P,4,eliminated,7,3,8.0,30.0,0.2666666666666666,7,0.050632911392405,7.0,True,Rank,0.042503,0.040546,0.3794,3794,-0.008129911392405001
2,1,Drew Lachey,99,finalist,1,3,24.0,30.0,0.8,10,0.123076923076923,1.0,False,Rank,0.103,0.102358,0.2555,2555,-0.020076923076923006
2,2,Drew Lachey,99,finalist,1,3,27.0,30.0,0.9,9,0.135,2.0,False,Rank,0.118377,0.113786,0.2855,2855,-0.016623000000000013
2,3,Drew Lachey,99,finalist,1,3,27.0,30.0,0.9,8,0.1483516483516483,1.5,False,Rank,0.117784,0.116562,0.1228,1228,-0.030567648351648297
2,4,Drew Lachey,99,finalist,1,3,28.0,30.0,0.9333333333333332,7,0.1772151898734177,1.0,False,Rank,0.14711,0.137664,0.3794,3794,-0.030105189873417704
2,5,Drew Lachey,99,finalist,1,3,27.0,30.0,0.9,6,0.1788079470198675,2.0,False,Rank,0.171574,0.156507,0.3981,3981,-0.007233947019867487
2,6,Drew Lachey,99,finalist,1,3,30.0,30.0,1.0,5,0.225563909774436,1.5,False,Rank,0.212671,0.183762,0.4185,4185,-0.012892909774435996
2,7,Drew Lachey,99,finalist,1,3,27.5,30.0,0.9166666666666666,4,0.2696078431372549,1.5,False,Rank,0.283347,0.21684,0.421,4210,0.013739156862745128
2,8,Drew Lachey,99,finalist,1,3,28.9998,30.0,0.96666,3,0.3438729131809768,1.0,False,Rank,0.333333,,,0,-0.010539913180976801
2,1,Kenny Mayne,1,eliminated,10,3,13.0,30.0,0.4333333333333333,10,0.0666666666666666,9.0,True,Rank,0.019211,0.019187,0.2555,2555,-0.0474556666666666
3,1,Harry Hamlin,3,eliminated,9,3,17.0,30.0,0.5666666666666667,11,0.080188679245283,8.0,False,Percent,0.099249,0.096146,0.3491,3491,0.019060320754717003
3,2,Harry Hamlin,3,eliminated,9,3,21.0,30.0,0.7,10,0.0913043478260869,8.0,False,Percent,0.118386,0.097559,0.1053,1053,0.027081652173913104
3,3,Harry Hamlin,3,eliminated,9,3,22.0,30.0,0.7333333333333333,9,0.1062801932367149,5.5,True,Percent,0.010684,0.010396,0.1184,1184,-0.09559619323671491
3,1,Vivica A. Fox,4,eliminated,8,3,22.0,30.0,0.7333333333333333,11,0.1037735849056603,3.5,False,Percent,0.097322,0.098442,0.3491,3491,-0.006451584905660293
3,2,Vivica A. Fox,4,eliminated,8,3,24.0,30.0,0.8,10,0.1043478260869565,3.5,False,Percent,0.098275,0.09203,0.1053,1053,-0.006072826086956501
3,3,Vivica A. Fox,4,eliminated,8,3,27.0,30.0,0.9,9,0.1304347826086956,1.5,False,Percent,0.109481,0.106117,0.1184,1184,-0.020953782608695598
3,4,Vivica A. Fox,4,eliminated,8,3,24.0,30.0,0.8,8,0.1212121212121212,5.0,True,Percent,0.013711,0.01276,0.1248,1248,-0.1075011212121212
3,1,Monique Coleman,8,eliminated,4,3,19.0,30.0,0.6333333333333333,11,0.0896226415094339,6.0,False,Percent,0.09897,0.097087,0.3491,3491,0.009347358490566102
3,2,Monique Coleman,8,eliminated,4,3,26.0,30.0,0.8666666666666667,10,0.1130434782608695,2.0,False,Percent,0.103356,0.099042,0.1053,1053,-0.009687478260869492
3,3,Monique Coleman,8,eliminated,4,3,27.0,30.0,0.9,9,0.1304347826086956,1.5,False,Percent,0.108811,0.102933,0.1184,1184,-0.021623782608695588
3,4,Monique Coleman,8,eliminated,4,3,24.0,30.0,0.8,8,0.1212121212121212,5.0,False,Percent,0.143732,0.117477,0.1248,1248,0.022519878787878797
3,5,Monique Coleman,8,eliminated,4,3,27.0,30.0,0.9,7,0.149171270718232,2.5,False,Percent,0.151281,0.12767,0.1022,1022,0.0021097292817680025
3,6,Monique Coleman,8,eliminated,4,3,23.0,30.0,0.7666666666666667,5,0.1949152542372881,4.0,False,Percent,0.2,,,0,0.005084745762711923
3,7,Monique Coleman,8,eliminated,4,3,27.0,30.0,0.9,5,0.2,4.0,False,Percent,0.243791,0.188502,0.3212,3212,0.043791
3,8,Monique Coleman,8,eliminated,4,3,26.5,30.0,0.8833333333333333,4,0.2431192660550458,4.0,True,Percent,0.050863,0.046123,0.277,2770,-0.1922562660550458
3,1,Joey Lawrence,99,finalist,3,3,21.0,30.0,0.7,11,0.0990566037735849,5.0,False,Percent,0.097206,0.096809,0.3491,3491,-0.0018506037735848968
3,2,Joey Lawrence,99,finalist,3,3,29.0,30.0,0.9666666666666668,10,0.1260869565217391,1.0,False,Percent,0.096314,0.092886,0.1053,1053,-0.0297729565217391
3,3,Joey Lawrence,99,finalist,3,3,22.0,30.0,0.7333333333333333,9,0.1062801932367149,5.5,False,Percent,0.125414,0.108157,0.1184,1184,0.01913380676328509
3,4,Joey Lawrence,99,finalist,3,3,27.0,30.0,0.9,8,0.1363636363636363,3.0,False,Percent,0.130339,0.119529,0.1248,1248,-0.006024636363636288
3,5,Joey Lawrence,99,finalist,3,3,25.0,30.0,0.8333333333333334,7,0.1381215469613259,5.0,False,Percent,0.170494,0.131569,0.1022,1022,0.032372453038674115
3,6,Joey Lawrence,99,finalist,3,3,24.0,30.0,0.8,5,0.2033898305084745,3.0,False,Percent,0.2,,,0,-0.003389830508474495
3,7,Joey Lawrence,99,finalist,3,3,28.5,30.0,0.95,5,0.2111111111111111,1.5,False,Percent,0.237364,0.193032,0.3212,3212,0.02625288888888888
3,8,Joey Lawrence,99,finalist,3,3,27.0,30.0,0.9,4,0.2477064220183486,2.5,False,Percent,0.326295,0.213787,0.277,2770,0.07858857798165139
3,9,Joey Lawrence,99,finalist,3,3,29.5,30.0,0.9833333333333332,3,0.3333333333333333,2.0,False,Percent,0.333333,,,0,-3.3333333332441484e-07
3,1,Mario Lopez,99,finalist,2,3,26.0,30.0,0.8666666666666667,11,0.1226415094339622,1.0,False,Percent,0.097582,0.098509,0.3491,3491,-0.025059509433962193
3,2,Mario Lopez,99,finalist,2,3,21.0,30.0,0.7,10,0.0913043478260869,8.0,False,Percent,0.120123,0.099093,0.1053,1053,0.028818652173913092
3,3,Mario Lopez,99,finalist,2,3,22.0,30.0,0.7333333333333333,9,0.1062801932367149,5.5,False,Percent,0.122813,0.106022,0.1184,1184,0.0165328067632851
3,4,Mario Lopez,99,finalist,2,3,29.0,30.0,0.9666666666666668,8,0.1464646464646464,1.0,False,Percent,0.121956,0.116607,0.1248,1248,-0.024508646464646414
3,5,Mario Lopez,99,finalist,2,3,27.0,30.0,0.9,7,0.149171270718232,2.5,False,Percent,0.156546,0.134187,0.1022,1022,0.007374729281767994
3,6,Mario Lopez,99,finalist,2,3,28.0,30.0,0.9333333333333332,5,0.2372881355932203,1.0,False,Percent,0.2,,,0,-0.03728813559322028
3,7,Mario Lopez,99,finalist,2,3,28.0,30.0,0.9333333333333332,5,0.2074074074074074,3.0,False,Percent,0.24565,0.19295,0.3212,3212,0.038242592592592606
3,8,Mario Lopez,99,finalist,2,3,28.5,30.0,0.95,4,0.2614678899082568,1.0,False,Percent,0.304353,0.210607,0.277,2770,0.04288511009174317
3,9,Mario Lopez,99,finalist,2,3,29.5,30.0,0.9833333333333332,3,0.3333333333333333,2.0,False,Percent,0.333333,,,0,-3.3333333332441484e-07
3,10,Mario Lopez,99,finalist,2,3,29.666600000000003,30.0,0.9888866666666668,2,0.5,1.5,False,Percent,0.5,,,0,0.0
3,1,Emmitt Smith,99,finalist,1,3,24.0,30.0,0.8,11,0.1132075471698113,2.0,False,Percent,0.095444,0.096859,0.3491,3491,-0.017763547169811295
3,2,Emmitt Smith,99,finalist,1,3,24.0,30.0,0.8,10,0.1043478260869565,3.5,False,Percent,0.104034,0.100351,0.1053,1053,-0.0003138260869565007
3,3,Emmitt Smith,99,finalist,1,3,19.0,30.0,0.6333333333333333,9,0.0917874396135265,9.0,False,Percent,0.148231,0.109632,0.1184,1184,0.056443560386473496
3,4,Emmitt Smith,99,finalist,1,3,24.0,30.0,0.8,8,0.1212121212121212,5.0,False,Percent,0.144544,0.11689,0.1248,1248,0.023331878787878804
3,5,Emmitt Smith,99,finalist,1,3,27.0,30.0,0.9,7,0.149171270718232,2.5,False,Percent,0.153831,0.127778,0.1022,1022,0.004659729281767999
3,6,Emmitt Smith,99,finalist,1,3,25.0,30.0,0.8333333333333334,5,0.211864406779661,2.0,False,Percent,0.2,,,0,-0.011864406779660996
3,7,Emmitt Smith,99,finalist,1,3,28.5,30.0,0.95,5,0.2111111111111111,1.5,False,Percent,0.233081,0.187314,0.3212,3212,0.0219698888888889
3,8,Emmitt Smith,99,finalist,1,3,27.0,30.0,0.9,4,0.2477064220183486,2.5,False,Percent,0.318489,0.209817,0.277,2770,0.07078257798165141
3,9,Emmitt Smith,99,finalist,1,3,29.5,30.0,0.9833333333333332,3,0.3333333333333333,2.0,False,Percent,0.333333,,,0,-3.3333333332441484e-07
3,10,Emmitt Smith,99,finalist,1,3,29.666600000000003,30.0,0.9888866666666668,2,0.5,1.5,False,Percent,0.5,,,0,0.0
3,1,Shanna Moakler,2,eliminated,10,3,18.0,30.0,0.6,11,0.0849056603773584,7.0,False,Percent,0.098568,0.09687,0.3491,3491,0.0136623396226416
3,2,Shanna Moakler,2,eliminated,10,3,22.0,30.0,0.7333333333333333,10,0.0956521739130434,6.0,True,Percent,0.008927,0.00863,0.1053,1053,-0.0867251739130434
3,1,Willa Ford,5,eliminated,7,3,22.0,30.0,0.7333333333333333,11,0.1037735849056603,3.5,False,Percent,0.094326,0.093626,0.3491,3491,-0.009447584905660306
3,2,Willa Ford,5,eliminated,7,3,23.0,30.0,0.7666666666666667,10,0.1,5.0,False,Percent,0.102083,0.09513,0.1053,1053,0.0020829999999999876
3,3,Willa Ford,5,eliminated,7,3,22.0,30.0,0.7333333333333333,9,0.1062801932367149,5.5,False,Percent,0.127054,0.105814,0.1184,1184,0.020773806763285094
3,4,Willa Ford,5,eliminated,7,3,28.0,30.0,0.9333333333333332,8,0.1414141414141414,2.0,False,Percent,0.127241,0.123872,0.1248,1248,-0.014173141414141416
3,5,Willa Ford,5,eliminated,7,3,27.0,30.0,0.9,7,0.149171270718232,2.5,True,Percent,0.014532,0.014157,0.1022,1022,-0.134639270718232
3,1,Sara Evans,5,withdrew,6,3,15.0,30.0,0.5,11,0.070754716981132,10.0,False,Percent,0.105703,0.098279,0.3491,3491,0.034948283018868
3,2,Sara Evans,5,withdrew,6,3,21.0,30.0,0.7,10,0.0913043478260869,8.0,False,Percent,0.119201,0.100804,0.1053,1053,0.0278966521739131
3,3,Sara Evans,5,withdrew,6,3,25.0,30.0,0.8333333333333334,9,0.1207729468599033,3.0,False,Percent,0.114637,0.111064,0.1184,1184,-0.006135946859903291
3,4,Sara Evans,5,withdrew,6,3,20.0,30.0,0.6666666666666666,8,0.101010101010101,8.0,False,Percent,0.165532,0.118801,0.1248,1248,0.06452189898989902
3,5,Sara Evans,5,withdrew,6,3,24.0,30.0,0.8,7,0.1325966850828729,6.5,False,Percent,0.178373,0.131674,0.1022,1022,0.04577631491712711
3,1,Jerry Springer,7,eliminated,5,3,16.0,30.0,0.5333333333333333,11,0.0754716981132075,9.0,False,Percent,0.099437,0.095712,0.3491,3491,0.023965301886792495
3,2,Jerry Springer,7,eliminated,5,3,19.0,30.0,0.6333333333333333,10,0.0826086956521739,10.0,False,Percent,0.129301,0.101961,0.1053,1053,0.046692304347826105
3,3,Jerry Springer,7,eliminated,5,3,21.0,30.0,0.7,9,0.1014492753623188,8.0,False,Percent,0.132874,0.109475,0.1184,1184,0.03142472463768119
3,4,Jerry Springer,7,eliminated,5,3,22.0,30.0,0.7333333333333333,8,0.1111111111111111,7.0,False,Percent,0.152945,0.11965,0.1248,1248,0.04183388888888889
3,5,Jerry Springer,7,eliminated,5,3,24.0,30.0,0.8,7,0.1325966850828729,6.5,False,Percent,0.174942,0.126659,0.1022,1022,0.04234531491712709
3,6,Jerry Springer,7,eliminated,5,3,18.0,30.0,0.6,5,0.1525423728813559,5.0,False,Percent,0.2,,,0,0.047457627118644125
3,7,Jerry Springer,7,eliminated,5,3,23.0,30.0,0.7666666666666667,5,0.1703703703703704,5.0,True,Percent,0.040115,0.034611,0.3212,3212,-0.13025537037037038
3,1,Tucker Carlson,1,eliminated,11,3,12.0,30.0,0.4,11,0.0566037735849056,11.0,True,Percent,0.016193,0.013025,0.3491,3491,-0.0404107735849056
4,1,John Ratzenberger,7,eliminated,6,3,17.0,30.0,0.5666666666666667,11,0.0825242718446602,8.0,False,Percent,0.090909,,,0,0.008384728155339805
4,2,John Ratzenberger,7,eliminated,6,3,21.0,30.0,0.7,11,0.0857142857142857,7.5,False,Percent,0.097477,0.090785,0.1093,1093,0.011762714285714293
4,3,John Ratzenberger,7,eliminated,6,3,20.0,30.0,0.6666666666666666,10,0.091743119266055,9.0,False,Percent,0.114233,0.094372,0.119,1190,0.022489880733945006
4,4,John Ratzenberger,7,eliminated,6,3,16.0,30.0,0.5333333333333333,9,0.0842105263157894,7.5,False,Percent,0.142877,0.116878,0.2385,2385,0.0586664736842106
4,5,John Ratzenberger,7,eliminated,6,3,18.0,30.0,0.6,8,0.1022727272727272,6.0,False,Percent,0.14542,0.128954,0.3764,3764,0.0431472727272728
4,6,John Ratzenberger,7,eliminated,6,3,19.0,30.0,0.6333333333333333,7,0.1117647058823529,7.0,False,Percent,0.193548,0.13111,0.1671,1671,0.08178329411764709
4,7,John Ratzenberger,7,eliminated,6,3,22.5,30.0,0.75,6,0.145631067961165,5.0,True,Percent,0.028836,0.024361,0.2468,2468,-0.11679506796116501
4,1,Ian Ziering,9,eliminated,4,3,21.0,30.0,0.7,11,0.1019417475728155,3.5,False,Percent,0.090909,,,0,-0.011032747572815499
4,2,Ian Ziering,9,eliminated,4,3,22.0,30.0,0.7333333333333333,11,0.0897959183673469,5.0,False,Percent,0.095021,0.089493,0.1093,1093,0.005225081632653089
4,3,Ian Ziering,9,eliminated,4,3,24.0,30.0,0.8,10,0.110091743119266,2.5,False,Percent,0.100337,0.100436,0.119,1190,-0.00975474311926601
4,4,Ian Ziering,9,eliminated,4,3,24.0,30.0,0.8,9,0.1263157894736842,3.0,False,Percent,0.112489,0.112222,0.2385,2385,-0.013826789473684181
4,5,Ian Ziering,9,eliminated,4,3,24.0,30.0,0.8,8,0.1363636363636363,4.0,False,Percent,0.136652,0.127697,0.3764,3764,0.00028836363636369766
4,6,Ian Ziering,9,eliminated,4,3,24.0,30.0,0.8,7,0.1411764705882353,4.0,False,Percent,0.157882,0.129434,0.1671,1671,0.016705529411764702
4,7,Ian Ziering,9,eliminated,4,3,27.0,30.0,0.9,6,0.174757281553398,3.5,False,Percent,0.184487,0.154886,0.2468,2468,0.009729718446602004
4,8,Ian Ziering,9,eliminated,4,3,23.5,30.0,0.7833333333333333,5,0.1872509960159362,4.0,False,Percent,0.249469,0.190703,0.379,3790,0.0622180039840638
4,9,Ian Ziering,9,eliminated,4,3,29.0,30.0,0.9666666666666668,4,0.2447257383966244,4.0,True,Percent,0.053285,0.047934,0.2675,2675,-0.1914407383966244
4,1,Clyde Drexler,5,eliminated,8,3,16.0,30.0,0.5333333333333333,11,0.0776699029126213,9.0,False,Percent,0.090909,,,0,0.013239097087378707
4,2,Clyde Drexler,5,eliminated,8,3,18.0,30.0,0.6,11,0.073469387755102,11.0,False,Percent,0.123026,0.096292,0.1093,1093,0.04955661224489799
4,3,Clyde Drexler,5,eliminated,8,3,16.0,30.0,0.5333333333333333,10,0.073394495412844,10.0,False,Percent,0.141518,0.100163,0.119,1190,0.068123504587156
4,4,Clyde Drexler,5,eliminated,8,3,15.0,30.0,0.5,9,0.0789473684210526,9.0,False,Percent,0.143132,0.112092,0.2385,2385,0.06418463157894741
4,5,Clyde Drexler,5,eliminated,8,3,13.0,30.0,0.4333333333333333,8,0.0738636363636363,8.0,True,Percent,0.026981,0.022344,0.3764,3764,-0.04688263636363629
