season,week,celebrity_name,exit_week,result_type,placement,n_judges,raw_score_sum,max_possible_points,normalized_score,n_contestants,judge_share,judge_rank,is_eliminated,rule_system,estimated_fan_share,share_std,confidence,n_valid_sims,prior_strength,posterior_strength,fan_judge_gap,evidence_ratio,relative_confidence
1,5,Joey McIntyre,99,finalist,3,3,22.5,30.0,0.75,3,0.3082191780821917,3.0,False,Rank,0.347679,,,0,10.799999999999995,10.799999999999995,0.039459821917808335,1.0,1.0
1,1,Trista Sutter,2,eliminated,6,3,18.0,30.0,0.6,6,0.165137614678899,4.5,False,Rank,0.166667,,,0,4.8,4.8,0.0015293853211010011,1.0,1.0
1,2,Trista Sutter,2,eliminated,6,3,19.0,30.0,0.6333333333333333,6,0.1570247933884297,4.0,True,Rank,0.030678,0.03122,0.1917,1917,4.8,6.8,-0.1263467933884297,1.4166666666666667,1.0
2,1,Tatum O'Neal,2,eliminated,9,3,23.0,30.0,0.7666666666666667,10,0.1179487179487179,2.5,False,Rank,0.103968,0.10066,0.2598,2598,8.0,10.0,-0.0139807179487179,1.25,1.0
2,2,Tatum O'Neal,2,eliminated,9,3,17.0,30.0,0.5666666666666667,9,0.0849999999999999,8.0,True,Rank,0.032323,0.025238,0.2979,2979,10.0,12.000000000000002,-0.0526769999999999,1.2000000000000002,1.0
2,1,Tia Carrere,5,eliminated,6,3,20.0,30.0,0.6666666666666666,10,0.1025641025641025,6.0,False,Rank,0.107537,0.101619,0.2598,2598,8.0,10.0,0.004972897435897489,1.25,1.0
2,2,Tia Carrere,5,eliminated,6,3,22.0,30.0,0.7333333333333333,9,0.1099999999999999,5.5,False,Rank,0.117916,0.095608,0.2979,2979,10.0,12.000000000000002,0.007916000000000104,1.2000000000000002,1.0
2,3,Tia Carrere,5,eliminated,6,3,26.0,30.0,0.8666666666666667,8,0.1428571428571428,3.0,False,Rank,0.119945,0.09117,0.1352,1352,12.000000000000004,14.000000000000004,-0.022912142857142798,1.1666666666666665,1.0
2,4,Tia Carrere,5,eliminated,6,3,25.0,30.0,0.8333333333333334,7,0.1582278481012658,4.0,False,Rank,0.147337,0.089764,0.3365,3365,14.000000000000004,16.000000000000004,-0.01089084810126581,1.1428571428571428,1.0
2,5,Tia Carrere,5,eliminated,6,3,22.0,30.0,0.7333333333333333,6,0.1456953642384106,6.0,True,Rank,0.095427,0.043785,0.4199,4199,16.000000000000004,18.000000000000007,-0.05026836423841059,1.1250000000000002,1.0
2,1,George Hamilton,6,eliminated,5,3,18.0,30.0,0.6,10,0.0923076923076923,8.0,False,Rank,0.123444,0.099927,0.2598,2598,8.0,10.0,0.0311363076923077,1.25,1.0
2,2,George Hamilton,6,eliminated,5,3,22.0,30.0,0.7333333333333333,9,0.1099999999999999,5.5,False,Rank,0.118486,0.09292,0.2979,2979,10.0,12.000000000000002,0.00848600000000009,1.2000000000000002,1.0
2,3,George Hamilton,6,eliminated,5,3,22.0,30.0,0.7333333333333333,8,0.1208791208791208,5.5,False,Rank,0.139568,0.085932,0.1352,1352,12.000000000000004,14.000000000000004,0.0186888791208792,1.1666666666666665,1.0
2,4,George Hamilton,6,eliminated,5,3,21.0,30.0,0.7,7,0.1329113924050632,6.0,False,Rank,0.188053,0.086369,0.3365,3365,14.000000000000004,16.000000000000004,0.0551416075949368,1.1428571428571428,1.0
2,5,George Hamilton,6,eliminated,5,3,24.0,30.0,0.8,6,0.1589403973509933,4.0,False,Rank,0.189985,0.08928,0.4199,4199,16.000000000000004,18.000000000000007,0.031044602649006686,1.1250000000000002,1.0
2,6,George Hamilton,6,eliminated,5,3,23.0,30.0,0.7666666666666667,5,0.1729323308270676,4.5,True,Rank,0.133683,0.046623,0.3886,3886,18.000000000000007,20.000000000000007,-0.03924933082706761,1.1111111111111112,1.0
2,1,Lisa Rinna,7,eliminated,4,3,19.0,30.0,0.6333333333333333,10,0.0974358974358974,7.0,False,Rank,0.113135,0.104187,0.2598,2598,8.0,10.0,0.015699102564102604,1.25,1.0
2,2,Lisa Rinna,7,eliminated,4,3,20.0,30.0,0.6666666666666666,9,0.0999999999999999,7.0,False,Rank,0.138901,0.090502,0.2979,2979,10.0,12.000000000000002,0.0389010000000001,1.2000000000000002,1.0
2,3,Lisa Rinna,7,eliminated,4,3,25.0,30.0,0.8333333333333334,8,0.1373626373626373,4.0,False,Rank,0.124495,0.089218,0.1352,1352,12.000000000000004,14.000000000000004,-0.012867637362637296,1.1666666666666665,1.0
2,4,Lisa Rinna,7,eliminated,4,3,26.0,30.0,0.8666666666666667,7,0.1645569620253164,2.5,False,Rank,0.148475,0.09309,0.3365,3365,14.000000000000004,16.000000000000004,-0.016081962025316393,1.1428571428571428,1.0
2,5,Lisa Rinna,7,eliminated,4,3,25.0,30.0,0.8333333333333334,6,0.1655629139072847,3.0,False,Rank,0.174801,0.091189,0.4199,4199,16.000000000000004,18.000000000000007,0.009238086092715314,1.1250000000000002,1.0
2,6,Lisa Rinna,7,eliminated,4,3,27.0,30.0,0.9,5,0.2030075187969924,3.0,False,Rank,0.220146,0.0916,0.3886,3886,18.000000000000007,20.000000000000007,0.01713848120300762,1.1111111111111112,1.0
2,7,Lisa Rinna,7,eliminated,4,3,26.5,30.0,0.8833333333333333,4,0.2598039215686274,3.0,True,Rank,0.173991,0.048685,0.4175,4175,20.000000000000007,22.000000000000007,-0.08581292156862741,1.0999999999999999,1.0
2,1,Stacy Keibler,99,finalist,3,3,22.0,30.0,0.7333333333333333,10,0.1128205128205128,4.0,False,Rank,0.102082,0.101425,0.2598,2598,8.0,10.0,-0.010738512820512788,1.25,1.0
2,2,Stacy Keibler,99,finalist,3,3,29.0,30.0,0.9666666666666668,9,0.145,1.0,False,Rank,0.112662,0.093675,0.2979,2979,10.0,12.000000000000002,-0.03233799999999999,1.2000000000000002,1.0
2,3,Stacy Keibler,99,finalist,3,3,27.0,30.0,0.9,8,0.1483516483516483,1.5,False,Rank,0.11841,0.087242,0.1352,1352,12.000000000000004,14.000000000000004,-0.029941648351648295,1.1666666666666665,1.0
2,4,Stacy Keibler,99,finalist,3,3,26.0,30.0,0.8666666666666667,7,0.1645569620253164,2.5,False,Rank,0.138727,0.091878,0.3365,3365,14.000000000000004,16.000000000000004,-0.0258299620253164,1.1428571428571428,1.0
2,5,Stacy Keibler,99,finalist,3,3,30.0,30.0,1.0,6,0.1986754966887417,1.0,False,Rank,0.163419,0.090057,0.4199,4199,16.000000000000004,18.000000000000007,-0.0352564966887417,1.1250000000000002,1.0
2,6,Stacy Keibler,99,finalist,3,3,30.0,30.0,1.0,5,0.225563909774436,1.5,False,Rank,0.195478,0.090112,0.3886,3886,18.000000000000007,20.000000000000007,-0.03008590977443598,1.1111111111111112,1.0
2,7,Stacy Keibler,99,finalist,3,3,27.5,30.0,0.9166666666666666,4,0.2696078431372549,1.5,False,Rank,0.25821,0.092789,0.4175,4175,20.000000000000007,22.000000000000007,-0.011397843137254893,1.0999999999999999,1.0
2,8,Stacy Keibler,99,finalist,3,3,28.6665,30.0,0.95555,3,0.339920718960216,2.0,False,Rank,0.32078,,,0,22.00000000000001,22.00000000000001,-0.019140718960215963,1.0,1.0
2,1,Jerry Rice,99,finalist,2,3,21.0,30.0,0.7,10,0.1076923076923076,5.0,False,Rank,0.10352,0.099322,0.2598,2598,8.0,10.0,-0.0041723076923076,1.25,1.0
2,2,Jerry Rice,99,finalist,2,3,23.0,30.0,0.7666666666666667,9,0.115,4.0,False,Rank,0.111292,0.092668,0.2979,2979,10.0,12.000000000000002,-0.003708000000000003,1.2000000000000002,1.0
2,3,Jerry Rice,99,finalist,2,3,19.0,30.0,0.6333333333333333,8,0.1043956043956044,7.0,False,Rank,0.157757,0.085975,0.1352,1352,12.000000000000004,14.000000000000004,0.05336139560439561,1.1666666666666665,1.0
2,4,Jerry Rice,99,finalist,2,3,24.0,30.0,0.8,7,0.1518987341772152,5.0,False,Rank,0.161455,0.087628,0.3365,3365,14.000000000000004,16.000000000000004,0.009556265822784793,1.1428571428571428,1.0
2,5,Jerry Rice,99,finalist,2,3,23.0,30.0,0.7666666666666667,6,0.152317880794702,5.0,False,Rank,0.210442,0.084419,0.4199,4199,16.000000000000004,18.000000000000007,0.058124119205298,1.1250000000000002,1.0
2,6,Jerry Rice,99,finalist,2,3,23.0,30.0,0.7666666666666667,5,0.1729323308270676,4.5,False,Rank,0.253312,0.080578,0.3886,3886,18.000000000000007,20.000000000000007,0.08037966917293238,1.1111111111111112,1.0
2,7,Jerry Rice,99,finalist,2,3,20.5,30.0,0.6833333333333333,4,0.2009803921568627,4.0,False,Rank,0.312339,0.080868,0.4175,4175,20.000000000000007,22.000000000000007,0.11135860784313728,1.0999999999999999,1.0
2,8,Jerry Rice,99,finalist,2,3,26.666600000000003,30.0,0.8888866666666667,3,0.3162063678588072,3.0,False,Rank,0.358709,,,0,22.00000000000001,22.00000000000001,0.04250263214119282,1.0,1.0
2,1,Giselle Fernandez,3,eliminated,8,3,23.0,30.0,0.7666666666666667,10,0.1179487179487179,2.5,False,Rank,0.102674,0.100464,0.2598,2598,8.0,10.0,-0.015274717948717903,1.25,1.0
2,2,Giselle Fernandez,3,eliminated,8,3,24.0,30.0,0.8,9,0.12,3.0,False,Rank,0.116789,0.096233,0.2979,2979,10.0,12.000000000000002,-0.0032109999999999916,1.2000000000000002,1.0
2,3,Giselle Fernandez,3,eliminated,8,3,22.0,30.0,0.7333333333333333,8,0.1208791208791208,5.5,True,Rank,0.036361,0.023568,0.1352,1352,12.000000000000004,14.000000000000004,-0.0845181208791208,1.1666666666666665,1.0
2,1,Master P,4,eliminated,7,3,12.0,30.0,0.4,10,0.0615384615384615,10.0,False,Rank,0.122764,0.099684,0.2598,2598,8.0,10.0,0.0612255384615385,1.25,1.0
2,2,Master P,4,eliminated,7,3,16.0,30.0,0.5333333333333333,9,0.08,9.0,False,Rank,0.140589,0.093137,0.2979,2979,10.0,12.000000000000002,0.06058899999999999,1.2000000000000002,1.0
2,3,Master P,4,eliminated,7,3,14.0,30.0,0.4666666666666667,8,0.0769230769230769,8.0,False,Rank,0.186215,0.086209,0.1352,1352,12.000000000000004,14.000000000000004,0.10929192307692309,1.1666666666666665,1.0
2,4,Master P,4,eliminated,7,3,8.0,30.0,0.2666666666666666,7,0.050632911392405,7.0,True,Rank,0.076423,0.039093,0.3365,3365,14.000000000000004,16.000000000000004,0.025790088607595005,1.1428571428571428,1.0
2,1,Drew Lachey,99,finalist,1,3,24.0,30.0,0.8,10,0.123076923076923,1.0,False,Rank,0.101575,0.100164,0.2598,2598,8.0,10.0,-0.021501923076923002,1.25,1.0
2,2,Drew Lachey,99,finalist,1,3,27.0,30.0,0.9,9,0.135,2.0,False,Rank,0.111044,0.094899,0.2979,2979,10.0,12.000000000000002,-0.023956000000000005,1.2000000000000002,1.0
2,3,Drew Lachey,99,finalist,1,3,27.0,30.0,0.9,8,0.1483516483516483,1.5,False,Rank,0.117248,0.087574,0.1352,1352,12.000000000000004,14.000000000000004,-0.03110364835164829,1.1666666666666665,1.0
2,4,Drew Lachey,99,finalist,1,3,28.0,30.0,0.9333333333333332,7,0.1772151898734177,1.0,False,Rank,0.139529,0.090491,0.3365,3365,14.000000000000004,16.000000000000004,-0.03768618987341771,1.1428571428571428,1.0
2,5,Drew Lachey,99,finalist,1,3,27.0,30.0,0.9,6,0.1788079470198675,2.0,False,Rank,0.165927,0.092612,0.4199,4199,16.000000000000004,18.000000000000007,-0.0128809470198675,1.1250000000000002,1.0
2,6,Drew Lachey,99,finalist,1,3,30.0,30.0,1.0,5,0.225563909774436,1.5,False,Rank,0.197381,0.09328,0.3886,3886,18.000000000000007,20.000000000000007,-0.028182909774435994,1.1111111111111112,1.0
2,7,Drew Lachey,99,finalist,1,3,27.5,30.0,0.9166666666666666,4,0.2696078431372549,1.5,False,Rank,0.25546,0.093677,0.4175,4175,20.000000000000007,22.000000000000007,-0.014147843137254867,1.0999999999999999,1.0
2,8,Drew Lachey,99,finalist,1,3,28.9998,30.0,0.96666,3,0.3438729131809768,1.0,False,Rank,0.320511,,,0,22.00000000000001,22.00000000000001,-0.0233619131809768,1.0,1.0
2,1,Kenny Mayne,1,eliminated,10,3,13.0,30.0,0.4333333333333333,10,0.0666666666666666,9.0,True,Rank,0.019302,0.01936,0.2598,2598,8.0,10.0,-0.0473646666666666,1.25,1.0
3,1,Harry Hamlin,3,eliminated,9,3,17.0,30.0,0.5666666666666667,11,0.080188679245283,8.0,False,Percent,0.102206,0.097368,0.3408,3408,8.8,10.8,0.022017320754717004,1.2272727272727273,1.0
3,2,Harry Hamlin,3,eliminated,9,3,21.0,30.0,0.7,10,0.0913043478260869,8.0,False,Percent,0.115341,0.087563,0.1154,1154,10.800000000000002,12.8,0.024036652173913098,1.185185185185185,1.0000000000000002
3,3,Harry Hamlin,3,eliminated,9,3,22.0,30.0,0.7333333333333333,9,0.1062801932367149,5.5,True,Percent,0.021863,0.014182,0.1252,1252,12.8,14.8,-0.0844171932367149,1.15625,1.0
3,1,Vivica A. Fox,4,eliminated,8,3,22.0,30.0,0.7333333333333333,11,0.1037735849056603,3.5,False,Percent,0.096148,0.094383,0.3408,3408,8.8,10.8,-0.0076255849056603014,1.2272727272727273,1.0
3,2,Vivica A. Fox,4,eliminated,8,3,24.0,30.0,0.8,10,0.1043478260869565,3.5,False,Percent,0.106808,0.089371,0.1154,1154,10.800000000000002,12.8,0.002460173913043498,1.185185185185185,1.0000000000000002
3,3,Vivica A. Fox,4,eliminated,8,3,27.0,30.0,0.9,9,0.1304347826086956,1.5,False,Percent,0.113771,0.083617,0.1252,1252,12.8,14.8,-0.016663782608695596,1.15625,1.0
3,4,Vivica A. Fox,4,eliminated,8,3,24.0,30.0,0.8,8,0.1212121212121212,5.0,True,Percent,0.03182,0.017743,0.1355,1355,14.8,16.799999999999997,-0.0893921212121212,1.1351351351351349,1.0
3,1,Monique Coleman,8,eliminated,4,3,19.0,30.0,0.6333333333333333,11,0.0896226415094339,6.0,False,Percent,0.096711,0.095673,0.3408,3408,8.8,10.8,0.0070883584905661046,1.2272727272727273,1.0
3,2,Monique Coleman,8,eliminated,4,3,26.0,30.0,0.8666666666666667,10,0.1130434782608695,2.0,False,Percent,0.10134,0.085937,0.1154,1154,10.800000000000002,12.8,-0.011703478260869496,1.185185185185185,1.0000000000000002
3,3,Monique Coleman,8,eliminated,4,3,27.0,30.0,0.9,9,0.1304347826086956,1.5,False,Percent,0.111669,0.082542,0.1252,1252,12.8,14.8,-0.01876578260869559,1.15625,1.0
3,4,Monique Coleman,8,eliminated,4,3,24.0,30.0,0.8,8,0.1212121212121212,5.0,False,Percent,0.134488,0.076488,0.1355,1355,14.8,16.799999999999997,0.013275878787878795,1.1351351351351349,1.0
3,5,Monique Coleman,8,eliminated,4,3,27.0,30.0,0.9,7,0.149171270718232,2.5,False,Percent,0.153598,0.076389,0.1171,1171,16.799999999999997,18.799999999999994,0.004426729281768016,1.1190476190476188,1.0
3,6,Monique Coleman,8,eliminated,4,3,23.0,30.0,0.7666666666666667,5,0.1949152542372881,4.0,False,Percent,0.195079,,,0,18.799999999999994,18.799999999999994,0.00016374576271191432,1.0,1.0
3,7,Monique Coleman,8,eliminated,4,3,27.0,30.0,0.9,5,0.2,4.0,False,Percent,0.218733,0.084272,0.2976,2976,18.799999999999994,20.79999999999999,0.018733,1.106382978723404,1.0
3,8,Monique Coleman,8,eliminated,4,3,26.5,30.0,0.8833333333333333,4,0.2431192660550458,4.0,True,Percent,0.15114,0.041816,0.2882,2882,20.79999999999999,22.799999999999994,-0.0919792660550458,1.0961538461538465,1.0
3,1,Joey Lawrence,99,finalist,3,3,21.0,30.0,0.7,11,0.0990566037735849,5.0,False,Percent,0.096538,0.096916,0.3408,3408,8.8,10.8,-0.0025186037735848987,1.2272727272727273,1.0
3,2,Joey Lawrence,99,finalist,3,3,29.0,30.0,0.9666666666666668,10,0.1260869565217391,1.0,False,Percent,0.097698,0.085954,0.1154,1154,10.800000000000002,12.8,-0.028388956521739103,1.185185185185185,1.0000000000000002
3,3,Joey Lawrence,99,finalist,3,3,22.0,30.0,0.7333333333333333,9,0.1062801932367149,5.5,False,Percent,0.118455,0.078353,0.1252,1252,12.8,14.8,0.012174806763285098,1.15625,1.0
3,4,Joey Lawrence,99,finalist,3,3,27.0,30.0,0.9,8,0.1363636363636363,3.0,False,Percent,0.13135,0.078932,0.1355,1355,14.8,16.799999999999997,-0.0050136363636363035,1.1351351351351349,1.0
3,5,Joey Lawrence,99,finalist,3,3,25.0,30.0,0.8333333333333334,7,0.1381215469613259,5.0,False,Percent,0.155458,0.073854,0.1171,1171,16.799999999999997,18.799999999999994,0.01733645303867412,1.1190476190476188,1.0
3,6,Joey Lawrence,99,finalist,3,3,24.0,30.0,0.8,5,0.2033898305084745,3.0,False,Percent,0.195312,,,0,18.799999999999994,18.799999999999994,-0.008077830508474493,1.0,1.0
3,7,Joey Lawrence,99,finalist,3,3,28.5,30.0,0.95,5,0.2111111111111111,1.5,False,Percent,0.219657,0.083599,0.2976,2976,18.799999999999994,20.79999999999999,0.00854588888888888,1.106382978723404,1.0
3,8,Joey Lawrence,99,finalist,3,3,27.0,30.0,0.9,4,0.2477064220183486,2.5,False,Percent,0.280672,0.079676,0.2882,2882,20.79999999999999,22.799999999999994,0.03296557798165137,1.0961538461538465,1.0
3,9,Joey Lawrence,99,finalist,3,3,29.5,30.0,0.9833333333333332,3,0.3333333333333333,2.0,False,Percent,0.327389,,,0,22.799999999999994,22.799999999999994,-0.005944333333333329,1.0,1.0
3,1,Mario Lopez,99,finalist,2,3,26.0,30.0,0.8666666666666667,11,0.1226415094339622,1.0,False,Percent,0.097149,0.096407,0.3408,3408,8.8,10.8,-0.025492509433962196,1.2272727272727273,1.0
3,2,Mario Lopez,99,finalist,2,3,21.0,30.0,0.7,10,0.0913043478260869,8.0,False,Percent,0.117388,0.089637,0.1154,1154,10.800000000000002,12.8,0.026083652173913105,1.185185185185185,1.0000000000000002
3,3,Mario Lopez,99,finalist,2,3,22.0,30.0,0.7333333333333333,9,0.1062801932367149,5.5,False,Percent,0.126661,0.08403,0.1252,1252,12.8,14.8,0.02038080676328509,1.15625,1.0
3,4,Mario Lopez,99,finalist,2,3,29.0,30.0,0.9666666666666668,8,0.1464646464646464,1.0,False,Percent,0.131004,0.082504,0.1355,1355,14.8,16.799999999999997,-0.0154606464646464,1.1351351351351349,1.0
3,5,Mario Lopez,99,finalist,2,3,27.0,30.0,0.9,7,0.149171270718232,2.5,False,Percent,0.155282,0.078849,0.1171,1171,16.799999999999997,18.799999999999994,0.006110729281768007,1.1190476190476188,1.0
3,6,Mario Lopez,99,finalist,2,3,28.0,30.0,0.9333333333333332,5,0.2372881355932203,1.0,False,Percent,0.200863,,,0,18.799999999999994,18.799999999999994,-0.036425135593220276,1.0,1.0
3,7,Mario Lopez,99,finalist,2,3,28.0,30.0,0.9333333333333332,5,0.2074074074074074,3.0,False,Percent,0.223924,0.085739,0.2976,2976,18.799999999999994,20.79999999999999,0.01651659259259261,1.106382978723404,1.0
3,8,Mario Lopez,99,finalist,2,3,28.5,30.0,0.95,4,0.2614678899082568,1.0,False,Percent,0.282127,0.083398,0.2882,2882,20.79999999999999,22.799999999999994,0.020659110091743205,1.0961538461538465,1.0
3,9,Mario Lopez,99,finalist,2,3,29.5,30.0,0.9833333333333332,3,0.3333333333333333,2.0,False,Percent,0.33566,,,0,22.799999999999994,22.799999999999994,0.002326666666666699,1.0,1.0
3,10,Mario Lopez,99,finalist,2,3,29.666600000000003,30.0,0.9888866666666668,2,0.5,1.5,False,Percent,0.49904,,,0,22.799999999999997,22.799999999999997,-0.0009600000000000164,1.0,1.0
3,1,Emmitt Smith,99,finalist,1,3,24.0,30.0,0.8,11,0.1132075471698113,2.0,False,Percent,0.097932,0.097997,0.3408,3408,8.8,10.8,-0.01527554716981129,1.2272727272727273,1.0
3,2,Emmitt Smith,99,finalist,1,3,24.0,30.0,0.8,10,0.1043478260869565,3.5,False,Percent,0.103343,0.081429,0.1154,1154,10.800000000000002,12.8,-0.0010048260869564979,1.185185185185185,1.0000000000000002
3,3,Emmitt Smith,99,finalist,1,3,19.0,30.0,0.6333333333333333,9,0.0917874396135265,9.0,False,Percent,0.133283,0.081248,0.1252,1252,12.8,14.8,0.04149556038647351,1.15625,1.0
3,4,Emmitt Smith,99,finalist,1,3,24.0,30.0,0.8,8,0.1212121212121212,5.0,False,Percent,0.142447,0.081312,0.1355,1355,14.8,16.799999999999997,0.02123487878787879,1.1351351351351349,1.0
3,5,Emmitt Smith,99,finalist,1,3,27.0,30.0,0.9,7,0.149171270718232,2.5,False,Percent,0.156472,0.080217,0.1171,1171,16.799999999999997,18.799999999999994,0.007300729281768004,1.1190476190476188,1.0
3,6,Emmitt Smith,99,finalist,1,3,25.0,30.0,0.8333333333333334,5,0.211864406779661,2.0,False,Percent,0.201496,,,0,18.799999999999994,18.799999999999994,-0.010368406779660999,1.0,1.0
3,7,Emmitt Smith,99,finalist,1,3,28.5,30.0,0.95,5,0.2111111111111111,1.5,False,Percent,0.223814,0.083293,0.2976,2976,18.799999999999994,20.79999999999999,0.012702888888888902,1.106382978723404,1.0
3,8,Emmitt Smith,99,finalist,1,3,27.0,30.0,0.9,4,0.2477064220183486,2.5,False,Percent,0.286062,0.079454,0.2882,2882,20.79999999999999,22.799999999999994,0.03835557798165137,1.0961538461538465,1.0
3,9,Emmitt Smith,99,finalist,1,3,29.5,30.0,0.9833333333333332,3,0.3333333333333333,2.0,False,Percent,0.336951,,,0,22.799999999999994,22.799999999999994,0.0036176666666666857,1.0,1.0
3,10,Emmitt Smith,99,finalist,1,3,29.666600000000003,30.0,0.9888866666666668,2,0.5,1.5,False,Percent,0.50096,,,0,22.799999999999997,22.799999999999997,0.0009599999999999609,1.0,1.0
3,1,Shanna Moakler,2,eliminated,10,3,18.0,30.0,0.6,11,0.0849056603773584,7.0,False,Percent,0.097304,0.092625,0.3408,3408,8.8,10.8,0.0123983396226416,1.2272727272727273,1.0
3,2,Shanna Moakler,2,eliminated,10,3,22.0,30.0,0.7333333333333333,10,0.0956521739130434,6.0,True,Percent,0.013431,0.010651,0.1154,1154,10.800000000000002,12.8,-0.0822211739130434,1.185185185185185,1.0000000000000002
3,1,Willa Ford,5,eliminated,7,3,22.0,30.0,0.7333333333333333,11,0.1037735849056603,3.5,False,Percent,0.095567,0.094684,0.3408,3408,8.8,10.8,-0.0082065849056603,1.2272727272727273,1.0
