season,week,celebrity_name,normalized_score,judge_share,estimated_fan_share,rank_rank,percent_rank,save_rank,is_eliminated,is_bottom3_judge,rule_system
2,3,Jerry Rice,0.6333333333333333,0.1043956043956044,0.1406670602071557,5.0,5.0,5.0,False,True,Rank
2,3,Giselle Fernandez,0.7333333333333333,0.1208791208791208,0.0317625773604739,8.0,8.0,8.0,True,False,Rank
2,3,Master P,0.4666666666666667,0.0769230769230769,0.1123456292243877,7.0,7.0,7.0,False,True,Rank
2,3,Drew Lachey,0.9,0.1483516483516483,0.2146567295249865,1.0,1.0,1.0,False,False,Rank
2,4,Tia Carrere,0.8333333333333334,0.1582278481012658,0.1375154643702908,4.0,3.0,4.0,False,False,Rank
2,4,George Hamilton,0.7,0.1329113924050632,0.0898642996186307,6.0,6.0,6.0,False,True,Rank
2,4,Lisa Rinna,0.8666666666666667,0.1645569620253164,0.1204743199527623,3.0,4.0,3.0,False,False,Rank
2,4,Stacy Keibler,0.8666666666666667,0.1645569620253164,0.2551200220307284,2.0,2.0,2.0,False,False,Rank
2,4,Jerry Rice,0.8,0.1518987341772152,0.1024037242549793,5.0,5.0,5.0,False,True,Rank
2,4,Master P,0.2666666666666666,0.050632911392405,0.0090119432702091,7.0,7.0,7.0,True,True,Rank
2,4,Drew Lachey,0.9333333333333332,0.1772151898734177,0.2856102265024007,1.0,1.0,1.0,False,False,Rank
2,5,Tia Carrere,0.7333333333333333,0.1456953642384106,0.0482900769336713,6.0,6.0,6.0,True,True,Rank
2,5,George Hamilton,0.8,0.1589403973509933,0.0696648912828253,4.5,5.0,4.5,False,True,Rank
2,5,Lisa Rinna,0.8333333333333334,0.1655629139072847,0.1195859682668573,3.0,3.0,3.0,False,False,Rank
2,5,Stacy Keibler,1.0,0.1986754966887417,0.3372949888958874,1.0,1.0,1.0,False,False,Rank
2,5,Jerry Rice,0.7666666666666667,0.152317880794702,0.1023462152898695,4.5,4.0,4.5,False,True,Rank
2,5,Drew Lachey,0.9,0.1788079470198675,0.3228178593308904,2.0,2.0,2.0,False,False,Rank
2,6,George Hamilton,0.7666666666666667,0.1729323308270676,0.0267652331289861,5.0,5.0,5.0,True,True,Rank
2,6,Lisa Rinna,0.9,0.2030075187969924,0.1040635679994342,3.0,3.0,3.0,False,True,Rank
2,6,Stacy Keibler,1.0,0.225563909774436,0.4181809145815382,1.0,1.0,1.0,False,False,Rank
2,6,Jerry Rice,0.7666666666666667,0.1729323308270676,0.0755143832813857,4.0,4.0,4.0,False,True,Rank
2,6,Drew Lachey,1.0,0.225563909774436,0.3754759010086549,2.0,2.0,2.0,False,False,Rank
2,7,Lisa Rinna,0.8833333333333333,0.2598039215686274,0.0479946909454735,3.5,3.0,3.5,True,True,Rank
2,7,Stacy Keibler,0.9166666666666666,0.2696078431372549,0.4601650698325709,1.0,1.0,1.0,False,True,Rank
2,7,Jerry Rice,0.6833333333333333,0.2009803921568627,0.09282735757395,3.5,4.0,3.5,False,True,Rank
2,7,Drew Lachey,0.9166666666666666,0.2696078431372549,0.3990128816480054,2.0,2.0,2.0,False,False,Rank
2,8,Stacy Keibler,0.95555,0.339920718960216,0.5032908714856341,1.5,1.0,1.5,False,True,Rank
2,8,Jerry Rice,0.8888866666666667,0.3162063678588072,0.0175027318071595,3.0,3.0,3.0,False,True,Rank
2,8,Drew Lachey,0.96666,0.3438729131809768,0.4792063967072063,1.5,2.0,1.5,False,True,Rank
3,1,Harry Hamlin,0.5666666666666667,0.080188679245283,0.0759095632146234,8.0,8.0,8.0,False,False,Percent
3,1,Vivica A. Fox,0.7333333333333333,0.1037735849056603,0.1188419082942246,3.0,3.0,3.0,False,False,Percent
3,1,Monique Coleman,0.6333333333333333,0.0896226415094339,0.0909214083274572,6.0,6.0,6.0,False,False,Percent
3,1,Joey Lawrence,0.7,0.0990566037735849,0.1004463770326013,5.0,5.0,5.0,False,False,Percent
3,1,Mario Lopez,0.8666666666666667,0.1226415094339622,0.1352104455164348,1.0,1.0,1.0,False,False,Percent
3,1,Emmitt Smith,0.8,0.1132075471698113,0.126238019171682,2.0,2.0,2.0,False,False,Percent
3,1,Shanna Moakler,0.6,0.0849056603773584,0.0832972488102416,7.0,7.0,7.0,False,False,Percent
3,1,Willa Ford,0.7333333333333333,0.1037735849056603,0.1131811227851031,4.0,4.0,4.0,False,False,Percent
3,1,Sara Evans,0.5,0.070754716981132,0.0706795642121273,10.0,10.0,10.0,False,True,Percent
3,1,Jerry Springer,0.5333333333333333,0.0754716981132075,0.0756065782154094,9.0,9.0,9.0,False,True,Percent
3,1,Tucker Carlson,0.4,0.0566037735849056,0.009667764420095,11.0,11.0,11.0,True,True,Percent
3,2,Harry Hamlin,0.7,0.0913043478260869,0.0778248185959842,7.0,7.0,7.0,False,True,Percent
3,2,Vivica A. Fox,0.8,0.1043478260869565,0.1261181785425672,4.0,3.0,4.0,False,False,Percent
3,2,Monique Coleman,0.8666666666666667,0.1130434782608695,0.1141866660450535,3.0,4.0,3.0,False,False,Percent
3,2,Joey Lawrence,0.9666666666666668,0.1260869565217391,0.1644606915177429,1.0,1.0,1.0,False,False,Percent
3,2,Mario Lopez,0.7,0.0913043478260869,0.1138369591760555,6.0,6.0,6.0,False,True,Percent
3,2,Emmitt Smith,0.8,0.1043478260869565,0.1321866849969224,2.0,2.0,2.0,False,False,Percent
3,2,Shanna Moakler,0.7333333333333333,0.0956521739130434,0.0111165749769778,8.5,10.0,8.5,True,False,Percent
3,2,Willa Ford,0.7666666666666667,0.1,0.1104660026087464,5.0,5.0,5.0,False,False,Percent
3,2,Sara Evans,0.7,0.0913043478260869,0.0751980901819157,8.5,8.0,8.5,False,False,Percent
3,2,Jerry Springer,0.6333333333333333,0.0826086956521739,0.0746053333580341,10.0,9.0,10.0,False,True,Percent
3,3,Harry Hamlin,0.7333333333333333,0.1062801932367149,0.014087173689527,7.0,9.0,7.0,True,True,Percent
3,3,Vivica A. Fox,0.9,0.1304347826086956,0.1882866709160934,1.0,1.0,1.0,False,False,Percent
3,3,Monique Coleman,0.9,0.1304347826086956,0.1760235874062365,2.0,2.0,2.0,False,False,Percent
3,3,Joey Lawrence,0.7333333333333333,0.1062801932367149,0.1575666178496297,3.0,3.0,3.0,False,False,Percent
3,3,Mario Lopez,0.7333333333333333,0.1062801932367149,0.1074720271355747,6.0,5.0,6.0,False,False,Percent
3,3,Emmitt Smith,0.6333333333333333,0.0917874396135265,0.1034013771849916,8.0,7.0,8.0,False,True,Percent
3,3,Willa Ford,0.7333333333333333,0.1062801932367149,0.1128372729599401,4.0,4.0,4.0,False,False,Percent
3,3,Sara Evans,0.8333333333333334,0.1207729468599033,0.0756316396987715,5.0,6.0,5.0,False,False,Percent
3,3,Jerry Springer,0.7,0.1014492753623188,0.0646936331592353,9.0,8.0,9.0,False,True,Percent
3,4,Vivica A. Fox,0.8,0.1212121212121212,0.0290820652945801,8.0,8.0,8.0,True,True,Percent
3,4,Monique Coleman,0.8,0.1212121212121212,0.1468224230837682,2.5,2.0,2.5,False,False,Percent
3,4,Joey Lawrence,0.9,0.1363636363636363,0.0990506440660904,5.0,7.0,5.0,False,False,Percent
3,4,Mario Lopez,0.9666666666666668,0.1464646464646464,0.111141222468776,1.0,4.0,1.0,False,False,Percent
3,4,Emmitt Smith,0.8,0.1212121212121212,0.1286723100121055,5.0,5.0,5.0,False,False,Percent
3,4,Willa Ford,0.9333333333333332,0.1414141414141414,0.0989695708281476,5.0,6.0,5.0,False,False,Percent
3,4,Sara Evans,0.6666666666666666,0.101010101010101,0.1645034186819521,7.0,3.0,7.0,False,True,Percent
3,4,Jerry Springer,0.7333333333333333,0.1111111111111111,0.2217583455645798,2.5,1.0,2.5,False,True,Percent
3,5,Monique Coleman,0.9,0.149171270718232,0.1578184884081335,2.0,3.0,2.0,False,False,Percent
3,5,Joey Lawrence,0.8333333333333334,0.1381215469613259,0.1370225427798766,5.0,4.0,5.0,False,True,Percent
3,5,Mario Lopez,0.9,0.149171270718232,0.1895406248434637,1.0,2.0,1.0,False,False,Percent
3,5,Emmitt Smith,0.9,0.149171270718232,0.0868252407669802,4.0,6.0,4.0,False,False,Percent
3,5,Willa Ford,0.9,0.149171270718232,0.0244664622416864,6.0,7.0,6.0,True,False,Percent
3,5,Sara Evans,0.8,0.1325966850828729,0.2743420737884767,3.0,1.0,3.0,False,True,Percent
3,5,Jerry Springer,0.8,0.1325966850828729,0.1299845671713826,7.0,5.0,7.0,False,True,Percent
3,6,Monique Coleman,0.7666666666666667,0.1949152542372881,0.2644295188441938,3.0,2.0,3.0,False,True,Percent
3,6,Joey Lawrence,0.8,0.2033898305084745,0.2166214016512899,3.0,3.0,3.0,False,True,Percent
3,6,Mario Lopez,0.9333333333333332,0.2372881355932203,0.3371253207277517,1.0,1.0,1.0,False,False,Percent
3,6,Emmitt Smith,0.8333333333333334,0.211864406779661,0.1549823023742701,3.0,4.0,3.0,False,False,Percent
3,6,Jerry Springer,0.6,0.1525423728813559,0.0268414564024943,5.0,5.0,5.0,False,True,Percent
3,7,Monique Coleman,0.9,0.2,0.2390881289028521,4.0,3.0,4.0,False,True,Percent
3,7,Joey Lawrence,0.95,0.2111111111111111,0.2333890069938569,2.0,2.0,2.0,False,False,Percent
3,7,Mario Lopez,0.9333333333333332,0.2074074074074074,0.3415090330966442,1.0,1.0,1.0,False,True,Percent
3,7,Emmitt Smith,0.95,0.2111111111111111,0.1741139460605558,3.0,4.0,3.0,False,False,Percent
3,7,Jerry Springer,0.7666666666666667,0.1703703703703704,0.0118998849460917,5.0,5.0,5.0,True,True,Percent
3,8,Monique Coleman,0.8833333333333333,0.2431192660550458,0.1166775014700779,4.0,4.0,4.0,True,True,Percent
3,8,Joey Lawrence,0.9,0.2477064220183486,0.2236319257959589,2.0,2.0,2.0,False,True,Percent
3,8,Mario Lopez,0.95,0.2614678899082568,0.4615412526634618,1.0,1.0,1.0,False,False,Percent
3,8,Emmitt Smith,0.9,0.2477064220183486,0.1981493200705005,3.0,3.0,3.0,False,True,Percent
3,9,Joey Lawrence,0.9833333333333332,0.3333333333333333,0.2486306286332446,2.0,2.0,2.0,False,True,Percent
3,9,Mario Lopez,0.9833333333333332,0.3333333333333333,0.5708910199944435,1.0,1.0,1.0,False,True,Percent
3,9,Emmitt Smith,0.9833333333333332,0.3333333333333333,0.1804783513723118,3.0,3.0,3.0,False,True,Percent
3,10,Mario Lopez,0.9888866666666668,0.5,0.7598007607842487,1.0,1.0,1.0,False,True,Percent
3,10,Emmitt Smith,0.9888866666666668,0.5,0.2401992392157512,2.0,2.0,2.0,False,True,Percent
4,1,John Ratzenberger,0.5666666666666667,0.0825242718446602,0.0769089212924524,8.0,8.0,8.0,False,False,Percent
4,1,Ian Ziering,0.7,0.1019417475728155,0.1091682674367837,3.5,3.5,3.5,False,False,Percent
4,1,Clyde Drexler,0.5333333333333333,0.0776699029126213,0.0688440847563696,9.0,9.0,9.0,False,True,Percent
4,1,Laila Ali,0.7666666666666667,0.1116504854368932,0.1252979405089495,2.0,2.0,2.0,False,False,Percent
4,1,Apolo Anton Ohno,0.7,0.1019417475728155,0.1091682674367837,3.5,3.5,3.5,False,False,Percent
4,1,Shandi Finnessey,0.6333333333333333,0.0922330097087378,0.0930385943646181,5.5,5.5,5.5,False,False,Percent
4,1,Paulina Porizkova,0.6333333333333333,0.0922330097087378,0.0930385943646181,5.5,5.5,5.5,False,False,Percent
4,1,Heather Mills,0.6,0.087378640776699,0.0849737578285352,7.0,7.0,7.0,False,False,Percent
4,1,Billy Ray Cyrus,0.4333333333333333,0.0631067961165048,0.0454195467455704,11.0,11.0,11.0,False,True,Percent
4,1,Joey Fatone,0.8,0.116504854368932,0.1333627770450323,1.0,1.0,1.0,False,False,Percent
4,1,Leeza Gibbons,0.5,0.0728155339805825,0.0607792482202867,10.0,10.0,10.0,False,True,Percent
4,2,John Ratzenberger,0.7,0.0857142857142857,0.0696796475406059,6.0,7.0,6.0,False,True,Percent
4,2,Ian Ziering,0.7333333333333333,0.0897959183673469,0.0969386321120843,5.0,5.0,5.0,False,False,Percent
4,2,Clyde Drexler,0.6,0.073469387755102,0.0794825799315784,10.0,8.0,10.0,False,True,Percent
4,2,Laila Ali,0.9,0.110204081632653,0.1823242022756681,1.0,1.0,1.0,False,False,Percent
4,2,Apolo Anton Ohno,0.8666666666666667,0.1061224489795918,0.1413818306240531,2.0,2.0,2.0,False,False,Percent
4,2,Shandi Finnessey,0.6666666666666666,0.0816326530612245,0.0799366486183009,7.0,6.0,7.0,False,True,Percent
4,2,Paulina Porizkova,0.7,0.0857142857142857,0.0057885753096924,11.0,11.0,11.0,True,False,Percent
4,2,Heather Mills,0.8,0.0979591836734694,0.0897896262884784,4.0,4.0,4.0,False,False,Percent
4,2,Billy Ray Cyrus,0.7,0.0857142857142857,0.0481591059209446,9.0,10.0,9.0,False,False,Percent
4,2,Joey Fatone,0.8,0.0979591836734694,0.1474327918873584,3.0,3.0,3.0,False,False,Percent
4,2,Leeza Gibbons,0.7,0.0857142857142857,0.0590863594912351,8.0,9.0,8.0,False,False,Percent
4,3,John Ratzenberger,0.6666666666666666,0.091743119266055,0.0681167035199607,8.0,7.0,8.0,False,True,Percent
4,3,Ian Ziering,0.8,0.110091743119266,0.1230025451792302,2.0,4.0,2.0,False,False,Percent
4,3,Clyde Drexler,0.5333333333333333,0.073394495412844,0.0777211553774155,8.0,8.0,8.0,False,True,Percent
4,3,Laila Ali,0.7,0.0963302752293577,0.1541988006997638,5.0,3.0,5.0,False,True,Percent
4,3,Apolo Anton Ohno,0.7666666666666667,0.1055045871559633,0.1645554752278233,3.0,2.0,3.0,False,False,Percent
4,3,Shandi Finnessey,0.7,0.0963302752293577,0.0090509455745117,10.0,10.0,10.0,True,False,Percent
4,3,Heather Mills,0.8,0.110091743119266,0.1108393939087286,4.0,5.0,4.0,False,False,Percent
4,3,Billy Ray Cyrus,0.7,0.0963302752293577,0.0490993953576992,8.0,9.0,8.0,False,False,Percent
4,3,Joey Fatone,0.8,0.110091743119266,0.1830655443334195,1.0,1.0,1.0,False,False,Percent
4,3,Leeza Gibbons,0.8,0.110091743119266,0.0603500408214471,6.0,6.0,6.0,False,False,Percent
4,4,John Ratzenberger,0.5333333333333333,0.0842105263157894,0.0508353492822805,7.0,7.0,7.0,False,True,Percent
4,4,Ian Ziering,0.8,0.1263157894736842,0.1344823066894961,3.0,3.0,3.0,False,False,Percent
4,4,Clyde Drexler,0.5,0.0789473684210526,0.0531575718468116,8.0,8.0,8.0,False,True,Percent
4,4,Laila Ali,0.7,0.1105263157894736,0.1500589340758672,4.0,4.0,4.0,False,False,Percent
4,4,Apolo Anton Ohno,0.8666666666666667,0.1368421052631579,0.1979293812410603,2.0,2.0,2.0,False,False,Percent
4,4,Heather Mills,0.7666666666666667,0.1210526315789473,0.1202509131002007,5.0,5.0,5.0,False,False,Percent
4,4,Billy Ray Cyrus,0.7,0.1105263157894736,0.0349315544701272,6.0,6.0,6.0,False,False,Percent
4,4,Joey Fatone,0.9333333333333332,0.1473684210526316,0.2507227325456927,1.0,1.0,1.0,False,False,Percent
4,4,Leeza Gibbons,0.5333333333333333,0.0842105263157894,0.0076312567484633,9.0,9.0,9.0,True,True,Percent
4,5,John Ratzenberger,0.6,0.1022727272727272,0.0330856726178718,6.0,6.0,6.0,False,True,Percent
4,5,Ian Ziering,0.8,0.1363636363636363,0.1415458222183939,4.0,4.0,4.0,False,False,Percent
4,5,Clyde Drexler,0.4333333333333333,0.0738636363636363,0.0047452749023346,8.0,8.0,8.0,True,True,Percent
4,5,Laila Ali,0.9333333333333332,0.1590909090909091,0.1758581009625923,3.0,3.0,3.0,False,False,Percent
4,5,Apolo Anton Ohno,1.0,0.1704545454545454,0.2547306887942028,1.0,1.0,1.0,False,False,Percent
4,5,Heather Mills,0.7,0.1193181818181818,0.1040575937382086,5.0,5.0,5.0,False,False,Percent
4,5,Billy Ray Cyrus,0.5666666666666667,0.096590909090909,0.022767848698814,7.0,7.0,7.0,False,True,Percent
4,5,Joey Fatone,0.8333333333333334,0.1420454545454545,0.2632089980675813,2.0,2.0,2.0,False,False,Percent
4,6,John Ratzenberger,0.6333333333333333,0.1117647058823529,0.2227238603473727,4.5,3.0,4.5,False,True,Percent
4,6,Ian Ziering,0.8,0.1411764705882353,0.1001423042127018,4.5,5.0,4.5,False,False,Percent
4,6,Laila Ali,0.9333333333333332,0.1647058823529411,0.3063950791659144,1.0,1.0,1.0,False,False,Percent
4,6,Apolo Anton Ohno,0.9333333333333332,0.1647058823529411,0.1153493714772009,2.0,4.0,2.0,False,False,Percent
4,6,Heather Mills,0.7666666666666667,0.1352941176470588,0.0035108585001215,7.0,7.0,7.0,True,True,Percent
4,6,Billy Ray Cyrus,0.7,0.1235294117647058,0.2143619232895636,4.5,2.0,4.5,False,True,Percent
4,6,Joey Fatone,0.9,0.1588235294117647,0.0375166030071247,4.5,6.0,4.5,False,False,Percent
4,7,John Ratzenberger,0.75,0.145631067961165,0.0066562802017802,6.0,6.0,6.0,True,True,Percent
4,7,Ian Ziering,0.9,0.174757281553398,0.0972260857372025,4.0,4.0,4.0,False,True,Percent
4,7,Laila Ali,0.9833333333333332,0.1909385113268608,0.2292378731078583,2.5,3.0,2.5,False,False,Percent
4,7,Apolo Anton Ohno,0.9,0.174757281553398,0.2849141887346618,2.5,2.0,2.5,False,False,Percent
4,7,Billy Ray Cyrus,0.6333333333333333,0.1229773462783171,0.1084422253757061,5.0,5.0,5.0,False,True,Percent
4,7,Joey Fatone,0.9833333333333332,0.1909385113268608,0.2735233468427914,1.0,1.0,1.0,False,False,Percent
4,8,Ian Ziering,0.7833333333333333,0.1872509960159362,0.0956872348636283,4.0,4.0,4.0,False,True,Percent
4,8,Laila Ali,0.8833333333333333,0.2111553784860557,0.235919083243892,3.0,3.0,3.0,False,True,Percent
4,8,Apolo Anton Ohno,0.9666666666666668,0.2310756972111553,0.3279769305423127,1.5,1.0,1.5,False,False,Percent
4,8,Billy Ray Cyrus,0.6333333333333333,0.1513944223107569,0.007076212948013,5.0,5.0,5.0,True,True,Percent
4,8,Joey Fatone,0.9166666666666666,0.2191235059760956,0.3333405384021549,1.5,2.0,1.5,False,False,Percent
4,9,Ian Ziering,0.9666666666666668,0.2447257383966244,0.0509124555270361,4.0,4.0,4.0,True,True,Percent
4,9,Laila Ali,1.0,0.2531645569620253,0.2835468955037996,2.0,2.0,2.0,False,True,Percent
4,9,Apolo Anton Ohno,0.9833333333333332,0.2489451476793248,0.2838990494818135,3.0,3.0,3.0,False,True,Percent
4,9,Joey Fatone,1.0,0.2531645569620253,0.3816415994873524,1.0,1.0,1.0,False,False,Percent
4,10,Laila Ali,0.94444,0.3281854310465651,0.217397359588661,3.0,3.0,3.0,False,True,Percent
4,10,Apolo Anton Ohno,0.9777733333333334,0.3397685007685367,0.4033287566499012,1.0,1.0,1.0,False,True,Percent
4,10,Joey Fatone,0.95555,0.3320460681848982,0.3792738837614378,2.0,2.0,2.0,False,True,Percent
5,1,Cameron Mathison,0.7,0.0817120622568093,0.0901322543581701,5.0,5.0,5.0,False,False,Percent
5,1,Jane Seymour,0.8,0.0933852140077821,0.1034930076607363,4.0,4.0,4.0,False,False,Percent
5,1,Sabrina Bryan,0.8666666666666667,0.1011673151750972,0.1237930267889797,1.0,1.0,1.0,False,False,Percent
5,1,Jennie Garth,0.7,0.0817120622568093,0.0809873461507463,7.0,7.0,7.0,False,False,Percent
5,1,Floyd Mayweather Jr. ,0.6,0.0700389105058365,0.0601298068095333,11.0,11.0,11.0,False,True,Percent
5,1,Josie Maran,0.5333333333333333,0.0622568093385214,0.0074219489901933,12.0,12.0,12.0,True,True,Percent
5,1,Albert Reed,0.7,0.0817120622568093,0.0780830786300793,9.0,9.0,9.0,False,False,Percent
5,1,Helio Castroneves,0.8333333333333334,0.0972762645914396,0.1126531083064539,2.0,2.0,2.0,False,False,Percent
5,1,Mel B,0.8,0.0933852140077821,0.1075508501519059,3.0,3.0,3.0,False,False,Percent
5,1,Wayne Newton,0.6333333333333333,0.0739299610894941,0.0718391423847619,10.0,10.0,10.0,False,True,Percent
5,1,Marie Osmond,0.7,0.0817120622568093,0.0831428501567429,6.0,6.0,6.0,False,False,Percent
5,1,Mark Cuban,0.7,0.0817120622568093,0.080773579611697,8.0,8.0,8.0,False,False,Percent
5,2,Cameron Mathison,0.7,0.088235294117647,0.073441112090736,8.5,9.0,8.5,False,True,Percent
5,2,Jane Seymour,0.7,0.088235294117647,0.0851395639328165,5.5,5.0,5.5,False,False,Percent
5,2,Sabrina Bryan,0.8666666666666667,0.1092436974789916,0.1575621122125748,1.5,1.0,1.5,False,False,Percent
5,2,Jennie Garth,0.7,0.088235294117647,0.0776953592939568,7.0,7.0,7.0,False,False,Percent
5,2,Floyd Mayweather Jr. ,0.7,0.088235294117647,0.060939384280635,10.0,10.0,10.0,False,False,Percent
5,2,Albert Reed,0.7,0.088235294117647,0.0083002158624918,11.0,11.0,11.0,True,False,Percent
5,2,Helio Castroneves,0.9,0.1134453781512605,0.1483924199077485,1.5,2.0,1.5,False,False,Percent
5,2,Mel B,0.7666666666666667,0.0966386554621848,0.0992133885079247,3.5,3.0,3.5,False,False,Percent
5,2,Wayne Newton,0.5,0.0630252100840336,0.1071837622055083,5.5,6.0,5.5,False,True,Percent
5,2,Marie Osmond,0.8,0.1008403361344537,0.0936830518128432,3.5,4.0,3.5,False,False,Percent
5,2,Mark Cuban,0.6,0.0756302521008403,0.0884496298927639,8.5,8.0,8.5,False,True,Percent
5,3,Cameron Mathison,0.7666666666666667,0.0962343096234309,0.0695982388556625,7.0,7.0,7.0,False,False,Percent
5,3,Jane Seymour,0.9,0.1129707112970711,0.1215683980915717,3.0,4.0,3.0,False,False,Percent
5,3,Sabrina Bryan,0.9,0.1129707112970711,0.2069836096943554,1.0,1.0,1.0,False,False,Percent
5,3,Jennie Garth,0.8666666666666667,0.1087866108786611,0.0893638414870598,6.0,6.0,6.0,False,False,Percent
